,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
376,Seahorse,2020,N/A,24 Apr 2020,16 min,Short,Nele Dehnenkamp,Nele Dehnenkamp,N/A,"The seahorse is a powerful animal. It stands upright in the water and cannot sink, the swimming instructor encourages the children. A place in the human brain is named after it, the hippocampus, where all memory begins. There we archive what we cannot forget. It is the seahorse in the brain where the terror and beauty of life meet - and for Hanan it is where she stores her memories of the ocean. When the young Yezidi crossed the Mediterranean Sea with her family in a small rubber dinghy, she could not swim. The images of the deep blue sea and the fear of drowning are irrevocably burned into her memory. To reconcile her past she learned how to swim. But the waters still await her with haunting images of the ocean. Seahorse poetically explores the contradictions and unpredictability of remembrance.",German,Germany,2 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BOGYxY2Y3MTItZThiNC00ZGUzLTkyZWEtYzc2ZTU1ZjY0ZWE2XkEyXkFqcGdeQXVyNTU4NjIwMzY@._V1_SX300.jpg,[],N/A,N/A,10,tt12609058,movie,N/A,N/A,N/A,N/A,True,
377,Gulabo Sitabo,2020,N/A,12 Jun 2020,124 min,"Comedy, Drama",Shoojit Sircar,Juhi Chaturvedi,"Amitabh Bachchan, Ayushmann Khurrana, Vijay Raaz","Welcome to the world of Gulabo Sitabo where two slimy scheming foxes in a game of one-upmanship, each one attracting other members to their clan and each one with an agenda of his own. Meet 'Mirza' (Amitabh Bachchan) - a 78yrs old landlord, who would move heaven and earth for his most prized possession - an old dilapidated mansion in the heart of Lucknow. But this garden of roses comes with its own cluster of 'pricky thorns' - tenants. Amongst them most prominently, 'Baankey' (Ayushmann Khuranna)' a shrewd, sly and squatted tenant, who matches Mirza bit for a bit in their ceaseless bantering. Gulabo Sitabo is a quirky slice of life where Mirza and Baankey are like Tom and Jerry - unique and unmatched, friend and foe, naughty and smart, little and large, all combine to produce chaos.",Hindi,India,7 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BN2E2NGQzNzQtNTVhMS00NjdhLTk3MzgtNDFkOTg2YTg1MmFkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}]",N/A,6.3,"12,224",tt10333912,movie,12 Jun 2020,N/A,N/A,N/A,True,
378,Hill of Freedom,2014,N/A,04 Sep 2014,66 min,Drama,Sang-soo Hong,Sang-soo Hong,"Ryô Kase, Moon So-ri, Young-hwa Seo",Kwon returns to Seoul from the mountains and is given a packet of letters from Mori back from Japan to propose to her. Kwon drops and scatters the undated letters. She reads them and has to make sense of the chronology - and so must we?,"English, Korean, Japanese",South Korea,8 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BNDRhNDQzYmQtYWE0Mi00ZDk0LWJlNzYtNTZkNDFhNDZiODlkXkEyXkFqcGdeQXVyMjI2MDQxODA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.9,"1,190",tt3732252,movie,19 Jun 2020,N/A,N/A,N/A,True,
379,In My Blood It Runs,2019,N/A,26 Jun 2020,84 min,"Documentary, Biography, History",Maya Newell,N/A,"Carol Turner, Dujuan Turner, Megan Turner","An intimate and compassionate observational documentary from the perspective of a 10-year-old Aboriginal boy in Alice Springs, Australia, struggling to balance his traditional Arrernte/Garrwa upbringing with a state education.","Aboriginal, English",Australia,1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BZWE4YmQ4NDctNTIwNy00ZTNmLWI3NzgtYmMzMzU4MGU3Mjk5XkEyXkFqcGdeQXVyMTY1MTcxMzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.8,314,tt8192948,movie,31 Oct 2020,N/A,N/A,N/A,True,
380,The Surrogate,2020,N/A,12 Jun 2020,93 min,Drama,Jeremy Hersh,Jeremy Hersh,"Jasmine Batchelor, Chris Perfetti, Sullivan Jones","A web designer for a nonprofit in Brooklyn, is ecstatic to be the surrogate and egg-donor for her best friend and his husband. Twelve weeks into the pregnancy, a prenatal test comes back with unexpected results that pose a moral dilemma.",English,United States,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BYWYwZGI5YjktNTNjMy00MWM4LTkyNGEtOTY3MjAxYWI1MDc0XkEyXkFqcGdeQXVyODE3NDg4MjQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.1,417,tt10239320,movie,N/A,N/A,N/A,N/A,True,
381,The King of Staten Island,2020,R,12 Jun 2020,136 min,"Comedy, Drama",Judd Apatow,"Judd Apatow, Pete Davidson, Dave Sirus","Pete Davidson, Bel Powley, Ricky Velez","Scott has been a case of arrested development ever since his firefighter father died when he was seven. He's now reached his mid-20s having achieved little, chasing a dream of becoming a tattoo artist that seems far out of reach. As his ambitious younger sister heads off to college, Scott is still living with his exhausted ER nurse mother and spends his days smoking weed, hanging with the guys - Oscar, Igor and Richie - and secretly hooking up with his childhood friend Kelsey. But when his mother starts dating a loudmouth firefighter named Ray, it sets off a chain of events that will force Scott to grapple with his grief and take his first tentative steps toward moving forward in life.",English,"United States, Japan",3 wins & 24 nominations,https://m.media-amazon.com/images/M/MV5BYzkxMzMzOTgtNmZhMS00MGM0LTk3MzUtMjE1MzI4MzU5ZjkzXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.1,"54,321",tt9686708,movie,28 May 2020,N/A,N/A,N/A,True,
382,Artemis Fowl,2020,PG,12 Jun 2020,95 min,"Adventure, Family, Fantasy",Kenneth Branagh,"Eoin Colfer, Hamish McColl, Conor McPherson","Ferdia Shaw, Lara McDonnell, Josh Gad","Artemis Fowl, a young criminal prodigy, hunts down a secret society of fairies to find his missing father.","English, Italian",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BYWFmYjBiYzItYjBlOS00NThkLTljMWEtYzQ4NTdlNDlmMjg0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,4.2,"26,284",tt3089630,movie,08 Jul 2020,N/A,N/A,N/A,True,
383,For They Know Not What They Do,2019,N/A,25 Apr 2019,91 min,Documentary,Daniel G. Karslake,Daniel G. Karslake,"Annette Febo, Victor Febo, David McBride","When the Supreme Court legalized marriage equality, the backlash by the religious right was swift, severe, and successful. Karslake's documentary looks at four faith-based families with LGBTQ children caught in the crosshairs of sexuality, identity, and scripture.",English,United States,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BNDFjODU2MDctOTY2NS00ZmNjLTgwOTktNmFlYTUxNTY5OGRiXkEyXkFqcGdeQXVyNjgzMjQ0MTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.8,94,tt5784708,movie,13 Sep 2020,N/A,N/A,N/A,True,
384,Aviva,2020,Unrated,30 Apr 2021,116 min,"Drama, Music, Romance",Boaz Yakin,Boaz Yakin,"Zina Zinchenko, Bobbi Jene Smith, Tyler Phillips","After meeting online, transatlantic lovers Aviva and Eden embark on a tumultuous courtship, love affair and marriage. The couple struggles, separates, and tries to get back together, as dual aspects of each one's personality battles forces inside and out.",English,"United States, France",1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTUxZmIwMTMtOWJhZS00ZGVmLWFlZGEtNDczYjY5ZTI1ZGIwXkEyXkFqcGdeQXVyNjMwNTE0MDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,5.5,300,tt10373830,movie,12 Jun 2020,N/A,N/A,N/A,True,
385,Da 5 Bloods,2020,R,12 Jun 2020,154 min,"Adventure, Drama, War",Spike Lee,"Danny Bilson, Paul De Meo, Kevin Willmott","Delroy Lindo, Jonathan Majors, Clarke Peters","From Academy Award® Winner Spike Lee comes a new joint: the story of four African American Vets - Paul (Delroy Lindo), Otis (Clarke Peters), Eddie (Norm Lewis), and Melvin (Isiah Whitlock, Jr.) - who return to Vietnam. Searching for the remains of their fallen Squad Leader (Chadwick Boseman) and the promise of buried treasure, our heroes, joined by Paul's concerned son (Jonathan Majors), battle forces of Man and Nature - while confronted by the lasting ravages of The Immorality of The Vietnam War.","English, Finnish, French, Vietnamese",United States,Nominated for 1 Oscar. 39 wins & 190 nominations total,https://m.media-amazon.com/images/M/MV5BNjE4ODEwNzktYjg5Yi00N2YxLWExMmEtMmQyZTBiYWI4MGQwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,6.5,"48,478",tt9777644,movie,13 Jun 2020,N/A,N/A,N/A,True,
386,Born in Evin,2019,N/A,17 Oct 2019,95 min,Documentary,Maryam Zaree,N/A,"Maryam Zaree, Mohammad Reza Pahlavi, Ayatollah Khomeini","Born in Evin follows filmmaker and actress, Maryam Zaree, on her quest to find out the violent circumstances surrounding her birth inside one of the most notorious political prisons in the world. Exactly forty years have passed since the monarchy of the Shah of Iran was toppled and the Islamic Republic declared. In the 1980's Ayatollah Khomeini, the so-called religious leader, had tens of thousands of political opponents arrested, persecuted and murdered. Among them the filmmaker's parents who, after years in prison, managed to seek asylum in Germany. The family never talked about their persecution and imprisonment. Maryam Zaree faces the decades-long silence and explores her own questions about the place and the circumstances of her birth.","German, English, French, Persian","Germany, Austria",2 wins,https://m.media-amazon.com/images/M/MV5BOWRkZmQ2ZTQtYzRiYi00NWRiLWFhNDMtOTJlYTAxMzg0OTQ3XkEyXkFqcGdeQXVyNTI4ODEzOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,137,tt5838526,movie,07 Jun 2020,N/A,N/A,N/A,True,
387,You Don't Nomi,2019,Unrated,09 Jun 2020,92 min,Documentary,Jeffrey McHale,N/A,"Toon Agterberg, Nancy Allen, Kevin Bacon","Paul Verhoeven's Showgirls (1995) was met by critics and audiences with near universal derision. You Don't Nomi traces the film's redemptive journey from notorious flop to cult classic, and maybe even masterpiece.",English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BM2JmYzk1NWItMGZlNS00NTg3LTgwMTEtMzUxZTE1ZjE0M2JkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.8,878,tt10011412,movie,09 Jun 2020,N/A,N/A,N/A,True,
388,Yourself and Yours,2016,Not Rated,10 Nov 2016,86 min,"Comedy, Drama",Sang-soo Hong,Sang-soo Hong,"Ju-hyuk Kim, Yoo-Young Lee, Hae-hyo Kwon","A foray into the uncanny with a spin on Luis Buñuel's ""That Obscure Object of Desire"".",Korean,South Korea,4 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BMjBlZTNmOTItNjgzMi00MzFkLWJlY2MtYjYwZmYzOGI5MzgzXkEyXkFqcGdeQXVyMTg5MDEyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.8,"1,271",tt5907916,movie,N/A,N/A,N/A,N/A,True,
389,Tommaso Paradiso: I Nostri Anni,2020,N/A,21 Jan 2020,4 min,"Short, Music","Niccolò Celaia, Antonio Usbergo",N/A,Tommaso Paradiso,"Official music video for ""I Nostri Anni"" by Tommaso Paradiso.",Italian,Italy,N/A,N/A,[],N/A,N/A,N/A,tt11783944,movie,N/A,N/A,N/A,N/A,True,
390,Dreamland,2020,N/A,N/A,N/A,Short,Ryan Tian,Ryan Tian,Sarah Jack,"A young girl falls into her dreamland, where she encounters another self and adventures on an unusual journey.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTkxODM1ZDQtYWI0ZS00MzVkLWI2NzktODBhMDE5NjJmNzEwXkEyXkFqcGdeQXVyNjkxNzM3MzU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt14940586,movie,N/A,N/A,N/A,N/A,True,
391,Judy & Punch,2019,N/A,05 Jun 2020,105 min,"Comedy, Crime, Drama",Mirrah Foulkes,"Mirrah Foulkes, Tom Punch, Lucy Punch","Daisy Axon, Don Bridges, Michael Papas","Seaside (nowhere near the sea), puppeteers Judy and Punch are trying to resurrect their marionette show on the brink of an anarchic mob rule. When Punch accidentally kills their baby during a drinking binge, his wife, Judy, having suffered a violent beating, teams up with a band of outcast heretics to enact revenge on Punch and the entire town.",English,Australia,5 wins & 26 nominations,https://m.media-amazon.com/images/M/MV5BMzQzYmU0NWItZTRkMS00MDM5LTk0OTQtMTM4OTAzMjcxOGE2XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.1,"2,525",tt7798644,movie,04 Jun 2020,N/A,N/A,N/A,True,
392,And We Go Green,2019,N/A,04 Jun 2020,99 min,"Documentary, Sport","Fisher Stevens, Malcolm Venville",Mark Monroe,"Alejandro Agag, Jules Bianchi, Sam Bird","Professional drivers on the international Formula E circuit - like Formula One, but with eco-friendly electric cars - race for victory across 10 cities in this white-knuckle documentary.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BNmRhNGViZDktNWIyNy00YTRlLTg1MmYtYWRkYjczNjhmZmUxXkEyXkFqcGdeQXVyNjgzMjQ0MTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.7,203,tt10578490,movie,04 Jun 2020,N/A,N/A,N/A,True,
393,Feral,2020,N/A,17 Aug 2020,16 min,"Short, Drama",Bojana Babic,Bojana Babic,"Dragana Varagic, Szilvia Krizsán, Emina Elor",N/A,Serbian,Serbia,N/A,https://m.media-amazon.com/images/M/MV5BYzRlOGUxMjQtODU4YS00NzFjLTg3OWMtYzdkZWVkOWVjODU5XkEyXkFqcGdeQXVyNTkwOTg2MDA@._V1_SX300.jpg,[],N/A,N/A,N/A,tt12841230,movie,N/A,N/A,N/A,N/A,True,
394,Parkland Rising,2019,N/A,02 Jun 2019,92 min,Documentary,Cheryl Horner,N/A,"Jaclyn Corin, Matt Deitsch, Fred Guttenberg",Follow the high school's students and families who became fierce leaders of a national movement for gun reform following the shooting of 17 people at Marjory Stoneman Douglas High.,English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMmZkNDY4NTAtMWJhYi00MDRlLTg3YzgtZGY5MTQzMTY4OGIwXkEyXkFqcGdeQXVyMzk2MTgxOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}]",N/A,7.4,27,tt11026632,movie,02 Jun 2020,N/A,N/A,N/A,True,
395,Air 2040,2020,N/A,16 Mar 2020,7 min,"Short, Drama",Avibrata Chanda,Avibrata Chanda,"Avibrata Chanda, Bhanupriya Singh",A husbands conversation with his wife in his last moments.,Hindi,United Arab Emirates,N/A,https://m.media-amazon.com/images/M/MV5BMDIyYmZkZjUtZDQ2Ni00NDU0LWEwODEtMGU3OTlmMWRkOTFkXkEyXkFqcGdeQXVyOTEzODk0NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,5,tt13092748,movie,N/A,N/A,N/A,N/A,True,
396,Shirley,2020,R,05 Jun 2020,107 min,"Biography, Drama, Mystery",Josephine Decker,"Sarah Gubbins, Susan Scarf Merrell","Elisabeth Moss, Odessa Young, Michael Stuhlbarg","As renowned for her morose nature as she is for her horror fiction, writer Shirley Jackson (Elizabeth Moss) is crafting yet another masterpiece when the arrival of newlyweds Fred and Rose disrupt her creative process and marriage to literary critic - and philandering professor - Stanley Hyman (Michael Stuhlbarg). As Stanley spars to maintain academic dominance over his would-be protégé Fred, Rose attempts to dampen her own ambitions and adjust to married life while living under the roof of their fiery intellectual hosts with quicksilver loyalties and myriad neuroses. When the motives of Shirley's literary muse prove elusive, Rose's curiosity and trusting nature make her tender prey for a brilliant author whose only allegiance is to her work.",English,United States,4 wins & 23 nominations,https://m.media-amazon.com/images/M/MV5BOGU5YzRmMDctODIxZi00OGEzLWE4ZDYtOTRlMTNiZjlhMDA5XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,6.1,"10,547",tt8430598,movie,04 Jun 2020,N/A,N/A,N/A,True,
397,Spelling the Dream,2018,TV-G,03 Jun 2020,82 min,Documentary,Sam Rega,"Sam Rega, Chris Weller","Srinivas Ayyagari, Jacques Bailly, Valerie Browning","An Indian-American competitor has won the prestigious Scripps National Spelling Bee for the past 12 years straight, making the trend one of the longest in sports history. SPELLING THE DREAM chronicles the ups and downs of four Indian-American students as they compete to realize their dream of winning the iconic tournament. With fascinating perspectives from CNN's Dr. Sanjay Gupta and Fareed Zakaria, comedian Hari Kondabolu, ESPN's Kevin Negandhi, 1999 Scripps National Spelling Bee winner, Nupur Lala, and others, the film explores the reasons behind this incredible winning streak and what it means for the community.",English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BZTRkNjdmNDktM2M3Yy00NTM1LTgyYTAtMzYwMWVhYjI4ZTI1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.9,701,tt6193522,movie,09 Jun 2020,N/A,N/A,N/A,True,
398,Searching Eva,2019,N/A,18 May 2020,85 min,Documentary,Pia Hellenthal,"Giorgia Malatrasi, Pia Hellenthal","Eva Collé, Pietro Zambello","When in 1996 Grateful Dead songwriter John Perry Barlow announced ""a civilization of the spirit"" with cyberspace - ""may it be more humane and just than the world your governments have built so far"" - F. was four years old. A few years later, the young Italian declared privacy an outdated concept, gave herself the name Eva and put her diary online on her first blog. Over the next few years, she became an Internet star, an underground icon of the blogging world, allowing anyone who wanted to participate in her maturing process. Today Eva is in her early twenties and oscillates between her ""real"" life as an anarchic vagabond, social marginal figure and ""feminist"" sex worker and the life of her Internet persona, iconised as the leading figure of the authentic.","German, English, Italian",Germany,9 nominations,https://m.media-amazon.com/images/M/MV5BZjQ3NjM1NDYtZTI3NC00MGJkLThhYTAtYjcyMGVmNWQ0ZTBkXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,300,tt9654596,movie,N/A,N/A,N/A,N/A,True,
399,"Phoenix, Oregon",2019,R,20 Mar 2020,108 min,Comedy,Gary Lundgren,Gary Lundgren,"James Le Gros, Jesse Borrego, Lisa Edelstein",Two longtime friends battle mid-life crisis by opening a bowling alley/pizzeria in their small hometown.,English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMDlhMGRlYzctNWYzOC00NmE3LWE3MWQtNDk4NmNiODUwMTcyXkEyXkFqcGdeQXVyMzQxOTU3NjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,5.4,340,tt8586088,movie,02 Jun 2020,"$41,969",N/A,N/A,True,
400,Circumstantial Pleasures,2020,N/A,29 May 2020,65 min,Animation,Lewis Klahr,N/A,N/A,"A feature-length animated collage in six episodes, Circumstantial Pleasures is a dazzlingly upcycled treasure trove of found materials. Utilizing a variety of surprising techniques-from cut-out and stop-motion to live-action-Lewis Klahr crafts an indignant mosaic of late-capitalist iconography.",N/A,N/A,1 nomination,https://m.media-amazon.com/images/M/MV5BZTcwZGIzMGEtY2QwNi00NTY0LWEyNGEtZWFiMTZmNGE2MDMwXkEyXkFqcGdeQXVyMTg1MjM0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,91,tt12356398,movie,N/A,N/A,N/A,N/A,True,
401,Papicha,2019,R,09 Oct 2019,108 min,Drama,Mounia Meddour,"Fadette Drouard, Mounia Meddour","Lyna Khoudri, Shirine Boutella, Amira Hilda Douaouda","Algiers, 1997. The country is in the hands of terrorist groups that seek to establish an archaic Islamic state. Women are particularly affected and oppressed by primitive diktas who seek to take control of their bodies and control their passage through the public space. While a frenzied hunt for unveiled women is launched, young fashion student Nedjma is determined to federate the girls of her campus to organize a fashion show challenging all that is forbidden.","French, Arabic","France, Algeria, Belgium, Qatar",12 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BYjA5ZjNjYmYtMjgyOC00Y2U3LWFhNzEtMzcxMjZiYTkwYTcxXkEyXkFqcGdeQXVyNDY2NDMxNDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.0,"2,536",tt9522080,movie,19 Oct 2020,N/A,N/A,N/A,True,
402,The Vast of Night,2019,PG-13,29 May 2020,91 min,"Drama, Mystery, Sci-Fi",Andrew Patterson,"Andrew Patterson, Craig W. Sanger","Sierra McCormick, Jake Horowitz, Gail Cronauer","One night in New Mexico, in the late 1950s, a switchboard operator and radio DJ discover a strange audio frequency which could change the future forever.",English,United States,12 wins & 43 nominations,https://m.media-amazon.com/images/M/MV5BY2YxNDczNGYtNmViNi00MDZiLWJiM2ItNGFlN2Q1NGExNGZhXkEyXkFqcGdeQXVyODE0OTU5Nzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,6.7,"35,721",tt6803046,movie,31 May 2020,N/A,N/A,N/A,True,
403,I Will Make You Mine,2020,N/A,13 May 2020,80 min,"Comedy, Drama",Lynn Chen,Lynn Chen,"Lynn Chen, Yea-Ming Chen, Goh Nakamura",Three women wrestle with life's difficulties while confronting their past relationships with the same man.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTY2MzcyZGQtY2ZiNC00NWVjLTkwMmUtODUyMzM4MTQxMTRhXkEyXkFqcGdeQXVyNTQxNDM1OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,5.8,233,tt8820348,movie,N/A,N/A,N/A,N/A,True,
404,Stage: The Culinary Internship,2019,N/A,07 Jan 2020,78 min,Documentary,Abby Ainsworth,N/A,N/A,"A group of interns during a nine month apprenticeship at one of the best restaurants in the world, Mugaritz. While the restaurant's notorious avant-garde cuisine and creative working environment elevates these young hopefuls to think outside the confines of a kitchen; ultimately, not everyone can handle the heat.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BYjA4MDRjYjYtOGNlYy00ZjBlLTlhYjUtYzZkNjY0NTY4YTc2XkEyXkFqcGdeQXVyNTY1NzQ3NDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,7.7,12,tt11386354,movie,N/A,N/A,N/A,N/A,True,
405,Ursula von Rydingsvard: Into Her Own,2019,N/A,05 Jun 2020,57 min,"Documentary, Biography",Daniel Traub,N/A,"Paul Greengard, Agnes Gund, Stas Karoliszyn",Into Her Own is the story of a woman's struggle to overcome the hardship of her upbringing and to follow her calling to become an artist.,English,"United States, Italy",N/A,https://m.media-amazon.com/images/M/MV5BY2M1YjRmNDMtNzM5Ny00YTYxLTllNjUtMDYwN2JjZTFlYTczXkEyXkFqcGdeQXVyNDAyODY5MDA@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7578912,movie,N/A,N/A,N/A,N/A,True,
406,The High Note,2020,PG-13,29 May 2020,113 min,"Drama, Music, Romance",Nisha Ganatra,Flora Greeson,"Dakota Johnson, Tracee Ellis Ross, Kelvin Harrison Jr.",A superstar singer and her overworked personal assistant are presented with a choice that could alter the course of their respective careers.,English,"United Kingdom, United States",1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BNmJjNGM0MWYtOTIwOS00NTEzLThhMWUtMzI4YzBjOGM0YmRlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.5,"9,108",tt9308382,movie,25 Jun 2020,N/A,N/A,N/A,True,
407,On the Record,2020,TV-MA,27 May 2020,95 min,Documentary,"Kirby Dick, Amy Ziering","Kirby Dick, Sara Newens, Amy Ziering","Sil Lai Abrams, Joe Biden, Tarana Burke",A former hip hop executive decides whether to make public her rape by one of the most powerful men in the music industry.,English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BNDQzMDdlZjAtZGFjZS00YzMxLWI3YjEtYmNiYWIxY2QzNTI1XkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.0,855,tt11394650,movie,27 May 2020,N/A,N/A,N/A,True,
