,display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,link,multimedia
315,Crawl,R,0,JEANNETTE CATSOULIS,"‘Crawl’ Review: See You Later, Alligator","Alexandre Aja’s creature feature stars Kaya Scodelario, Barry Pepper, two toothy predators and one script filled with hokey dialogue.",2019-07-12,2019-07-12,2019-08-12 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/12/movies/crawl-review.html', 'suggested_link_text': 'Read the New York Times Review of Crawl'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/13/arts/12crawl/12crawl-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
316,Sword of Trust,R,1,GLENN KENNY,‘Sword of Trust’ Review: Marc Maron in a Comedy About Civil War Truthers,This comedian and podcast host delivers one of the year’s best performances as a pawnshop owner on a quest in Lynn Shelton’s new film.,2019-07-11,2019-07-19,2019-08-11 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/11/movies/sword-of-trust-review.html', 'suggested_link_text': 'Read the New York Times Review of Sword of Trust'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/12/arts/11swordoftrust/11swordoftrust-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
317,Firecrackers,TV-MA,1,JEANNETTE CATSOULIS,"‘Firecrackers’ Review: Young, Angry and Trapped","In Jasmin Mozaffari’s scrappy drama, two teenagers yearn to escape their backwater hometown before it smothers them.",2019-07-11,,2019-07-19 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/11/movies/firecrackers-review.html', 'suggested_link_text': 'Read the New York Times Review of Firecrackers'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/12/arts/11firecrackers/11firecrackers-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
318,Sea of Shadows,PG-13,1,BEN KENIGSBERG,‘Sea of Shadows’ Review: A Suspenseful Story of Saving Porpoises,A National Geographic documentary on the threat to an endangered species in the Gulf of California has a violent twist.,2019-07-11,2019-07-12,2019-07-26 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/11/movies/sea-of-shadows-review.html', 'suggested_link_text': 'Read the New York Times Review of Sea of Shadows'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/12/arts/11seaofshadows/11seaofshadows-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
319,Cities of Last Things,,0,BEN KENIGSBERG,‘Cities of Last Things’ Review: A History of One Man’s Violence,Wi Ding Ho’s delicate and allusive film follows the life of a violent and vengeful cop in three parts — backward.,2019-07-11,2019-07-11,2019-07-11 18:12:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/11/movies/cities-of-last-things-review.html', 'suggested_link_text': 'Read the New York Times Review of Cities of Last Things'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/12/arts/11cities/merlin_157765785_6cf6079c-dde7-4e80-9635-5faf07753ec3-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
320,The Farewell,PG,0,A.O. Scott,"Review: In ‘The Farewell,’ a Wedding Is Really a Premature Funeral","Awkwafina stars in Lulu Wang’s latest feature, a fictionalized account of her family’s efforts to shield her grandmother from a grim diagnosis.",2019-07-11,2019-07-12,2019-08-11 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/11/movies/the-farewell-review.html', 'suggested_link_text': 'Read the New York Times Review of The Farewell'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/12/arts/12farewell-1/12farewell-1-mediumThreeByTwo210-v3.jpg', 'height': 140, 'width': 210}"
321,The Lion King,PG,0,A.O. SCOTT,‘The Lion King’ Review: The Art of Herding Digital Cats,"Beyoncé, Donald Glover and Seth Rogen are some of the famous voices in a super-realistic version of the Disney and Broadway favorite.",2019-07-11,2019-07-19,2019-08-11 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/11/movies/the-lion-king-review.html', 'suggested_link_text': 'Read the New York Times Review of The Lion King'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/11/arts/11lionking1/11lionking1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
322,Rojo,,0,MANOHLA DARGIS,‘Rojo’ Review: Who Is Guilty When Dictatorship Creeps In?,The political ground shifts dangerously beneath the solid foundations of a seemingly upright lawyer in 1970s Argentina.,2019-07-11,2019-07-12,2019-08-02 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/11/movies/rojo-review.html', 'suggested_link_text': 'Read the New York Times Review of Rojo'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/12/arts/11rojopix/11rojopix-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
323,General Magic,,0,BILGE EBIRI,‘General Magic’ Review: A Startup Before Its Time,"A new documentary offers an in-depth look at a company that envisioned technologies like iPhones, emojis and touch screens long before they arrived.",2019-07-11,2019-07-12,2019-07-19 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/11/movies/general-magic-review.html', 'suggested_link_text': 'Read the New York Times Review of General Magic'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/11/arts/11generalmagic/merlin_157527003_84f2b76a-b3b5-4fc7-95c5-ee31b2d53edf-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
324,The Sweet Requiem,,0,GLENN KENNY,‘The Sweet Requiem’ Review: Tibetan Activists Confront a Shared Tragic Past,"In this portrait of Tibetan communities in Delhi, a woman reluctantly helps a man targeted by Chinese spies.",2019-07-11,2019-07-12,2019-08-02 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/11/movies/the-sweet-requiem-review.html', 'suggested_link_text': 'Read the New York Times Review of The Sweet Requiem'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/11/arts/11thesweet/merlin_157528341_8af11273-3ed2-4fc4-bffc-748bc3112417-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
325,Summer Night,,0,BEN KENIGSBERG,‘Summer Night’ Review: An Improbable Evening of Formative Experiences,The actor Joseph Cross channels Richard Linklater in his directorial debut.,2019-07-11,2019-07-12,2019-07-19 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/11/movies/summer-night-review.html', 'suggested_link_text': 'Read the New York Times Review of Summer Night'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/12/arts/11summernight/merlin_157528017_9d45ae0c-7866-45b7-b9ee-59773ee7720f-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
326,American Heretics: The Politics of the Gospel,,0,BEN KENIGSBERG,‘American Heretics’ Review: Challenging Religious Orthodoxies in Oklahoma,A documentary showcases progressive Christian leaders who don’t align with their state’s conservative leanings.,2019-07-11,2019-07-12,2019-07-19 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/11/movies/american-heretics-politics-of-gospel-review.html', 'suggested_link_text': 'Read the New York Times Review of American Heretics: The Politics of the Gospel'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/11/arts/11americanheretics/merlin_157526541_9dfa0dd7-8292-4380-be6e-eebeb82d00e3-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
327,The Art of Self-Defense,R,0,A.O. SCOTT,‘The Art of Self-Defense’ Review: Karate Empowers a Dweeb,Jesse Eisenberg falls under the spell of Alessandro Nivola’s smooth-talking sensei in this small-time “Fight Club.”,2019-07-10,2019-07-12,2019-08-09 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/10/movies/the-art-of-self-defense-review.html', 'suggested_link_text': 'Read the New York Times Review of The Art of Self-Defense'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/12/arts/10artofself/10artofself-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
328,Stuber,R,0,MANOHLA DARGIS,‘Stuber’ Review: There’s an App for That (Riding With the Law),"Hampered by eye surgery but in pursuit of a killer, Dave Bautista’s detective finds a partner in Kumail Nanjiani’s driver.",2019-07-10,2019-07-12,2019-08-07 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/10/movies/stuber-review.html', 'suggested_link_text': 'Read the New York Times Review of Stuber'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/11/arts/11STUBER-PIX/11STUBER-PIX-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
329,Ray & Liz,,0,GLENN KENNY,‘Ray & Liz’ Review: Alcoholic Misery in England’s Black Country,The artist and photographer Richard Billingham expands his portraits of his dysfunctional family in this bleak fictionalized feature film.,2019-07-09,2019-07-10,2019-07-24 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/09/movies/ray-and-liz-review.html', 'suggested_link_text': 'Read the New York Times Review of Ray & Liz'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/10/arts/09rayandliz/merlin_157527399_9f68cca6-c62a-4acb-83fd-e52b36bbfc47-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
330,Marianne & Leonard: Words of Love,R,1,GLENN KENNY,‘Marianne & Leonard’ Review: An Emotionally Complex Story of a Poet and His Muse,Nick Broomfield’s remarkable documentary explores the love between Leonard Cohen and Marianne Ihlen.,2019-07-04,2019-07-05,2019-08-04 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/04/movies/marianne-and-leonard-words-of-love-review.html', 'suggested_link_text': 'Read the New York Times Review of Marianne & Leonard: Words of Love'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/05/arts/04marianne/04marianne-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
331,Beats,TV-MA,0,SEAN T. COLLINS,"‘Beats’ Review: In Chicago, the Song Remains the Same",A washed-up record producer finds hope in the talents of a traumatized young musician. But can he be trusted?,2019-07-04,2019-06-19,2019-07-04 15:54:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/04/movies/beats-review-in-chicago-the-song-remains-the-same.html', 'suggested_link_text': 'Read the New York Times Review of Beats'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/04/arts/04beats/merlin_157430034_9f00c7bb-a36e-496e-978b-0ecbb4e8bfaf-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
332,The Cat Rescuers,,0,BILGE EBIRI,‘The Cat Rescuers’ Review: A Portrait of New York’s Street Cats and Their Loyal Humans,New York is teeming with stray cats. Meet the people trying to do something about it.,2019-07-04,2019-07-05,2019-08-02 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/04/movies/the-cat-rescuers-review.html', 'suggested_link_text': 'Read the New York Times Review of The Cat Rescuers'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/05/arts/catrescuers1/catrescuers1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
333,2019 Sundance Film Festival Short Film Tour,,0,BEN KENIGSBERG,Sundance Short Film Festival Review: Bite-Size Samplings From Park City,This lineup of traveling shorts from America’s pre-eminent showcase for independent cinema is a decidedly mixed bag.,2019-07-04,,0001-01-01 00:00:00,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/04/movies/2019-sundance-film-festival-short-film-review.html', 'suggested_link_text': 'Read the New York Times Review of 2019 Sundance Film Festival Short Film Tour'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/05/arts/04sundanceshorts/04sundanceshorts-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
334,Phil,R,0,BEN KENIGSBERG,‘Phil’ Review: A Messy Story About a Suicidal Dentist,Greg Kinnear strains to convey the title character’s inner torment while making him outwardly comic.,2019-07-04,2019-07-05,2019-07-12 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/04/movies/phil-review.html', 'suggested_link_text': 'Read the New York Times Review of Phil'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/04/arts/04phil/merlin_157158726_58af8dd6-5a54-4f03-8c7b-662f3ebc710e-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
335,Cold Blood,,0,JEANNETTE CATSOULIS,‘Cold Blood’ Review: The Hit Man and the Hottie,A drained-looking Jean Reno anchors this stagnant thriller from the French director Frédéric Petitjean.,2019-07-04,2019-07-05,2019-07-12 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/04/movies/cold-blood-review.html', 'suggested_link_text': 'Read the New York Times Review of Cold Blood'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/02/arts/coldblood1/coldblood1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
336,Midsommar,R,0,MANOHLA DARGIS,‘Midsommar’ Review: The Horror of Bad Relationships and Worse Vacations,"Ari Aster’s hyper-aware movie builds a scary mousetrap with Swedish bait, but it has more virtuosity than vision.",2019-07-02,2019-07-03,2019-08-02 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/07/02/movies/midsommar-review.html', 'suggested_link_text': 'Read the New York Times Review of Midsommar'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/07/03/arts/02midsommar/merlin_157156152_6a903937-9f33-4d77-83a8-c84579c17ee4-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
337,The Buffalo Hunt,,0,KAREN HAN,‘The Buffalo Hunt’ Review: The Sacred Ties That Bind,This haunting documentary looks at the ritual of the hunt and its place in the history and identity of today’s Lakota Sioux.,2019-06-28,2019-06-21,2019-06-28 18:16:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/28/movies/the-buffalo-hunt-review.html', 'suggested_link_text': 'Read the New York Times Review of The Buffalo Hunt'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/27/arts/27buffalo-hunt/27buffalo-hunt-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
338,The Plagiarists,,1,GLENN KENNY,‘The Plagiarists’ Review: A Sharp Satire Built on Social Discomfort,"Shot on low-resolution video, Peter Parlow’s film deserves to be the summer’s art house conversation starter.",2019-06-27,2019-06-28,2019-07-12 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/27/movies/the-plagiaristis-review.html', 'suggested_link_text': 'Read the New York Times Review of The Plagiarists'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/27/arts/27plagiarists/merlin_156821349_90dae15e-8f17-46bb-84d1-ed950d347212-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
339,Ophelia,PG-13,0,MANOHLA DARGIS,‘Ophelia’ Review: Out of the Shadows (and Into the Weeds),"In this revisionist take, Shakespeare’s tragic heroine takes matters, and fate, into her own hands.",2019-06-27,2019-06-28,2019-07-21 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/27/movies/ophelia-review.html', 'suggested_link_text': 'Read the New York Times Review of Ophelia'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/27/arts/27ophelia/27ophelia-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
340,Spider-Man: Far from Home,PG-13,0,A.O. Scott,Review: ‘Spider-Man: Far From Home’ Is the Latest Iron Man Movie,Peter Parker deals with teenage angst and lingering Stark Industries H.R. issues while trying to enjoy a trip to Europe.,2019-06-27,2019-07-02,2019-07-27 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/27/movies/spider-man-far-from-home-review.html', 'suggested_link_text': 'Read the New York Times Review of Spider-Man: Far from Home'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/27/arts/spiderman1/spiderman1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
341,Three Peaks,,0,BEN KENIGSBERG,‘Three Peaks’ Review: On Vacation With Mom’s Boyfriend,A tense domestic drama follows a provisional family on a mountain vacation.,2019-06-27,2019-06-28,2019-07-12 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/27/movies/three-peaks-review.html', 'suggested_link_text': 'Read the New York Times Review of Three Peaks'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/27/arts/27peaks/27peaks-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
342,The Other Story,,0,BEN KENIGSBERG,‘The Other Story’ Review: Thwarting a Marriage to Save the Family,Religious tensions and fraught family dynamics are at the heart of Avi Nesher’s busy but compelling drama.,2019-06-27,2019-06-28,2019-07-26 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/27/movies/the-other-story-review.html', 'suggested_link_text': 'Read the New York Times Review of The Other Story'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/27/arts/27story/merlin_156821877_e073fac9-9fab-43ce-b5e8-04f8038c40be-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
343,Mine 9,Not Rated,0,GLENN KENNY,"‘Mine 9’ Review: A Tense Disaster Drama, Undermined by Clichés",Eddie Mensore’s bracing simulation of a mine collapse is more compelling than the material that surrounds it.,2019-06-27,,2019-07-12 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/27/movies/mine-9-review.html', 'suggested_link_text': 'Read the New York Times Review of Mine 9'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/27/arts/27mine/merlin_156820215_23f4da0c-c4db-4822-9a53-c9597e1e73f0-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
344,Euphoria,R,0,JEANNETTE CATSOULIS,‘Euphoria’ Review: Death Wishes,"In this drama featuring Eva Green and Alicia Vikander, a bucolic haven hides a dark secret.",2019-06-27,2019-06-28,2019-07-05 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/27/movies/euphoria-review.html', 'suggested_link_text': 'Read the New York Times Review of Euphoria'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/25/arts/euphoria1/euphoria1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
345,Killers Anonymous,R,0,JEANNETTE CATSOULIS,‘Killers Anonymous’ Review: 12 Steps to Disaster,Gary Oldman and Jessica Alba wisely keep to the periphery of this fiasco about a support group for assassins.,2019-06-27,2019-06-28,2019-07-05 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/27/movies/killers-anonymous-review.html', 'suggested_link_text': 'Read the New York Times Review of Killers Anonymous'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/26/arts/killers1/killers1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
346,Yesterday,PG-13,0,A.O. SCOTT,"‘Yesterday’ Review: I Saw a Film Today, Oh Boy",Danny Boyle and Richard Curtis invite you to imagine there’s no Beatles.,2019-06-26,2019-06-28,2019-07-26 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/26/movies/yesterday-review.html', 'suggested_link_text': 'Read the New York Times Review of Yesterday'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/26/arts/26yesterday/26yesterday-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
347,Maiden,PG,0,MANOHLA DARGIS,‘Maiden’ Review: Racing Toward Equality,Alex Holmes’s documentary about a yachting race revisits the ocean terrors and corrosive sexism faced by an all-woman crew.,2019-06-26,2019-06-28,2019-07-26 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/26/movies/maiden-review.html', 'suggested_link_text': 'Read the New York Times Review of Maiden'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/27/arts/27maiden/merlin_156957207_efe2405c-2720-43f2-bb60-f4f5be559679-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
348,The Chambermaid,,1,A.O. SCOTT,"‘The Chambermaid’ Review: Amid Luxury, an Entrancing Drudgery",Lila Avilés’s modest and miraculous first feature finds pathos and a hint of magic in the routines of a young hotel worker.,2019-06-25,2019-06-26,2019-07-25 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/25/movies/the-chambermaid-review.html', 'suggested_link_text': 'Read the New York Times Review of The Chambermaid'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/25/arts/25chambermaid/25chambermaid-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
349,Annabelle Comes Home,R,0,JEANNETTE CATSOULIS,‘Annabelle Comes Home’ Review: An Evil Doll Returns and She’s Not Alone,This lethargic film delivers an abundance of haunted-house clichés and few genuine scares.,2019-06-24,2019-06-26,2019-07-24 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/24/movies/annabelle-comes-home-review.html', 'suggested_link_text': 'Read the New York Times Review of Annabelle Comes Home'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/24/arts/annabelle2/annabelle2-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
350,Anna,R,0,BILGE EBIRI,‘Anna’ Review: a Curiously Familiar Female Assassin,Luc Besson’s latest film often turns on seduction and shifting power dynamics between men and women.,2019-06-21,2019-06-21,2019-07-12 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/21/movies/anna-review.html', 'suggested_link_text': 'Read the New York Times Review of Anna'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/21/arts/21anna/21anna-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
351,Starfish,,0,JASON BAILEY,‘Starfish’ Review: A Sci-Fi Mystery Shrouded in Grief,"A.T. White’s experimental debut feature is patient and introspective horror, anchored by a charismatic performance by Virginia Gardner.",2019-06-20,2019-03-15,2019-06-20 19:26:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/20/movies/starfish-review.html', 'suggested_link_text': 'Read the New York Times Review of Starfish'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/20/arts/20starfish/20starfish-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
352,Endzeit,,0,MANOHLA DARGIS,‘Endzeit’ Review: Once Upon a Zombie Apocalypse,"A German movie goes into the woods with the dead, morphing into a fairy tale that is by turns uneasy and beguiling.",2019-06-20,2019-06-21,2019-06-30 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/20/movies/endzeit-ever-after-review.html', 'suggested_link_text': 'Read the New York Times Review of Endzeit'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/20/arts/00everafter-3/merlin_156496752_afa24737-f54c-436f-a231-77ff6f196c31-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
353,Child's Play,R,0,BEN KENIGSBERG,‘Child’s Play’ Review: A Robot Chucky Goes Rogue in a Soulless Remake,"This slasher retread adds a cautionary tale about artificial intelligence, but its plausibility makes the character less scary.",2019-06-20,2019-06-21,2019-07-19 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/20/movies/childs-play-review.html', 'suggested_link_text': ""Read the New York Times Review of Child's Play""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/21/arts/20childsplay/merlin_156496593_e091e3e9-c84f-4950-a755-a891e1f5ed92-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
354,Toy Story 4,G,0,MANOHLA DARGIS,‘Toy Story 4’ Review: Playtime’s Over,"In this latest entry in the long-running series, Woody and Buzz hit the road and cross paths with a scary, scarily unloved doll.",2019-06-20,2019-06-21,2019-07-20 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/20/movies/toy-story-4-review.html', 'suggested_link_text': 'Read the New York Times Review of Toy Story 4'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/19/arts/00toystory4/00toystory4-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
355,The Quiet One,,0,GLENN KENNY,"‘The Quiet One’ Review: Bill Wyman Opens His Archives, and His Mouth",A new documentary explores the Rolling Stones bassist’s musical prowess and avoidance of excess.,2019-06-20,2019-06-21,2019-07-12 16:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/20/movies/the-quiet-one-review.html', 'suggested_link_text': 'Read the New York Times Review of The Quiet One'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/21/arts/20quiet/merlin_156497112_19977578-6331-4e88-9ede-7dcc0b7f56e0-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
356,Burn Your Maps,PG-13,0,TEO BUGBEE,‘Burn Your Maps’ Review: The Mongolian Steppes as a Stage for Grief,Vera Farmiga plays a mother who has lost a child and travels all the way to Central Asia to help heal her still-living one.,2019-06-20,,2021-02-08 22:45:07,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/20/movies/burn-your-maps-review.html', 'suggested_link_text': 'Read the New York Times Review of Burn Your Maps'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/20/arts/20burn/merlin_156496527_6355fbe3-2d68-4681-937d-2e40817da9b6-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
357,The Extraordinary Journey of the Fakir,PG-13,0,BEN KENIGSBERG,"‘The Extraordinary Journey of the Fakir’ Review: A Bustling, Whimsical Voyage",Dhanush plays a poor Indian magician whose trip to Europe takes a series of unexpected turns.,2019-06-20,2019-06-20,2019-06-28 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/20/movies/the-extraordinary-journey-of-the-fakir-review.html', 'suggested_link_text': 'Read the New York Times Review of The Extraordinary Journey of the Fakir'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/21/arts/20extraordinary/merlin_156497085_8b57e721-aac8-4792-a944-1f5dfbd9dddc-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
358,Wild Rose,R,0,BEN KENIGSBERG,‘Wild Rose’ Review: A Glaswegian Singer Walks the Line,Jessie Buckley shines as a working-class performer with aspirations of country music stardom.,2019-06-20,2019-06-21,2019-07-20 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/20/movies/wild-rose-review.html', 'suggested_link_text': 'Read the New York Times Review of Wild Rose'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/18/arts/wildrose1/wildrose1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
359,The Command,PG-13,0,BILGE EBIRI,‘The Command’ Review: A Real-Life Submarine Tragedy Gets the Big Screen Treatment,Thomas Vinterberg’s new movie relives the sinking of the Russian submarine Kursk.,2019-06-20,2019-06-21,2019-06-28 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2019/06/20/movies/the-command-review.html', 'suggested_link_text': 'Read the New York Times Review of The Command'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/06/19/arts/command1/command1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
