,display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,link,multimedia
372,All I Can Say,,0,Glenn Kenny,‘All I Can Say’ Review: A Rock Star Captures His Own Rise and Fall,"This new documentary is assembled from voluminous footage shot by Shannon Hoon, the lead singer of Blind Melon, until the day he died.",2020-06-25,2020-06-26,2020-06-25 11:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/25/movies/all-i-can-say-review.html', 'suggested_link_text': 'Read the New York Times Review of All I Can Say'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/25/arts/25allicansay-art/merlin_173716437_f9671160-515e-44e1-a419-36166846d60b-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
373,Ella Fitzgerald: Just One of Those Things,,0,Ben Kenigsberg,‘Ella Fitzgerald: Just One of Those Things’ Review: Words Without Much Music,"This documentary from Leslie Woodhead gives the first lady of song a dry, PBS-ready treatment.",2020-06-25,2020-04-03,2020-06-25 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/25/movies/ella-fitzgerald-just-one-of-those-things-review.html', 'suggested_link_text': 'Read the New York Times Review of Ella Fitzgerald: Just One of Those Things'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/25/arts/25ellafitzgerald-art/25ellafitzgerald-art-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
374,The Audition,,0,Glenn Kenny,‘The Audition’ Review: A Violin Teacher on the Verge,"She’s not happy, and her student isn’t laughing, either. Nina Hoss is impeccable in this film by Ina Weisse.",2020-06-25,,2020-06-25 11:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/25/movies/the-audition-review.html', 'suggested_link_text': 'Read the New York Times Review of The Audition'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/23/arts/audition1/audition1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
375,House of Hummingbird,,1,Manohla Dargis,"‘House of Hummingbird’ Review: Picture a Girl, Picture a World","In this delicate movie, a teenage girl in Seoul tries to find a sense of self amid calamities small and large.",2020-06-24,2020-06-26,2020-06-24 20:16:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/24/movies/house-of-hummingbird-review.html', 'suggested_link_text': 'Read the New York Times Review of House of Hummingbird'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/26/arts/00houseofhummingbird/00houseofhummingbird-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
376,Nobody Knows I'm Here,,0,Ben Kenigsberg,‘Nobody Knows I’m Here’ Review: Letting a Repressed Tune Ring Out,"Gaspar Antillo makes a narrative strategy out of withheld information, abrupt elisions and possible fantasy sequences in his debut feature.",2020-06-24,2020-06-24,2020-06-24 07:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/24/movies/nobody-knows-im-here-review.html', 'suggested_link_text': ""Read the New York Times Review of Nobody Knows I'm Here""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/24/arts/24nobodyknows-art/merlin_173717628_ac625c20-ae2d-4fb2-8f1b-1c1f3ffb0402-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
377,Athlete A,PG-13,0,Kristen Yoonsoo Kim,‘Athlete A’ Review: A Web of Abuse and Cover-Ups Come to Light,A new documentary from Bonni Cohen and Jon Shenk delves into the years of ignored sexual abuse of girls and young women by the Olympic doctor Larry Nassar.,2020-06-24,2020-06-24,2020-06-24 07:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/24/movies/athlete-a-review.html', 'suggested_link_text': 'Read the New York Times Review of Athlete A'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/22/arts/athlete1/athlete1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
378,The Ghost of Peter Sellers,,1,Jeannette Catsoulis,‘The Ghost of Peter Sellers’ Review: Inside a Cursed Comedy,This documentary tells the mesmerizing story of a horrendous film shoot and the psychological flotsam left in its wake.,2020-06-23,,2021-02-08 22:45:07,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/23/movies/the-ghost-of-peter-sellers-review.html', 'suggested_link_text': 'Read the New York Times Review of The Ghost of Peter Sellers'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/24/arts/ghostof1/ghostof1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
379,Lost Bullet,TV-MA,1,Elisabeth Vincentelli,‘Lost Bullet’ Review: Fast Cars and Quick Fists,This tight French Netflix thriller reminds us how deeply satisfying action can be when you strip it of Hollywood flab.,2020-06-22,2020-06-19,2020-06-22 18:40:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/22/movies/lost-bullet-review.html', 'suggested_link_text': 'Read the New York Times Review of Lost Bullet'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/22/arts/lostbullet1/lostbullet1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
380,Feel the Beat,,0,Natalia Winkelman,‘Feel the Beat’ Review: Tough Love in the Dance Studio,A prickly professional dancer becomes a reluctant instructor for a preteen dance troupe in this formulaic dramedy.,2020-06-19,2020-06-19,2020-06-19 07:06:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/19/movies/feel-the-beat-review.html', 'suggested_link_text': 'Read the New York Times Review of Feel the Beat'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/16/arts/feelthebeat1/feelthebeat1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
381,Disclosure,,0,Teo Bugbee,‘Disclosure’ Review: A Transgender Lens on Film and TV History,"A Netflix documentary features interviews with Jen Richards, Laverne Cox and others in its look back through the decades at the representation of transgender people on screens.",2020-06-19,2020-06-19,2020-06-19 07:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/19/movies/disclosure-review-a-transgender-lens-on-film-and-tv-history.html', 'suggested_link_text': 'Read the New York Times Review of Disclosure'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/19/arts/19disclosure/19disclosure-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
382,Mr. Jones,,1,Manohla Dargis,‘Mr. Jones’ Review: Bearing Witness to Stalin’s Evil,"In Agnieszka Holland’s historically informed drama, a Welsh journalist travels to 1933 Ukraine, then in the grip of famine.",2020-06-18,2020-06-19,2020-06-18 15:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/18/movies/mr-jones-review.html', 'suggested_link_text': 'Read the New York Times Review of Mr. Jones'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/17/arts/00mrjones/merlin_173482626_17067d1f-31a2-47f7-affa-bb8771a2c2fe-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
383,Wasp Network,,1,Glenn Kenny,‘Wasp Network’ Review: Fleeing Cuba With Loyalties in Question,"Olivier Assayas has created his most mainstream film yet, a spy story replete with double-crosses and romance.",2020-06-18,2020-06-19,2020-06-18 11:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/18/movies/wasp-network-review.html', 'suggested_link_text': 'Read the New York Times Review of Wasp Network'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/19/arts/18waspnetwork/18waspnetwork-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
384,Miss Juneteenth,,1,Lovia Gyarkye,‘Miss Juneteenth’ Review: Celebrating Black Girlhood,The debut feature from Channing Godfrey Peoples explores how black women and girls support each other in a world that often fails them.,2020-06-18,2020-06-19,2020-06-18 11:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/18/movies/miss-juneteenth-review.html', 'suggested_link_text': 'Read the New York Times Review of Miss Juneteenth'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/19/arts/missjuneteenth1/missjuneteenth1-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
385,Babyteeth,,0,Manohla Dargis,"‘Babyteeth’ Review: Love Means Never Having, Well, You Know","Eliza Scanlen plays a seriously ill high schooler who falls for the wrong guy who turns out to have the right stuff, after all.",2020-06-18,2020-06-19,2020-06-18 16:36:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/18/movies/babyteeth-review.html', 'suggested_link_text': 'Read the New York Times Review of Babyteeth'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/19/arts/19BABYTEETHPIX1/merlin_173481081_63f1c332-a20d-4cde-b887-3b3cdb0bf027-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
386,7500,R,0,Glenn Kenny,‘7500’ Review: Claustrophobia and Ethical Dilemmas on a Hijacked Plane,"If you’ve ever wondered what it would be like to be locked in a cockpit while hijackers bang on its door, this movie from Patrick Vollrath delivers.",2020-06-18,2020-06-18,2020-06-18 11:04:06,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/18/movies/7500-review.html', 'suggested_link_text': 'Read the New York Times Review of 7500'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/19/arts/19seventy-fivehundred-art/19seventy-fivehundred-art-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
387,My Darling Vivian,,0,Kristen Yoonsoo Kim,‘My Darling Vivian’ Review: The Forgotten Wife of Johnny Cash,"The singer-songwriter’s romance with June Carter is well-known, but this new documentary shines the spotlight on Cash’s first wife, Vivian Liberto.",2020-06-18,,2020-06-18 11:04:07,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/18/movies/my-darling-vivian-review.html', 'suggested_link_text': 'Read the New York Times Review of My Darling Vivian'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/18/arts/18mydarling/18mydarling-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
388,Bully. Coward. Victim. The Story of Roy Cohn,,0,Ben Kenigsberg,‘Bully. Coward. Victim.’ Review: The Paradox of Roy Cohn,A new HBO documentary looks at the man who helped send the director’s grandparents to their execution.,2020-06-18,,2020-06-18 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/18/movies/bully-coward-victim-the-story-of-roy-cohn-review.html', 'suggested_link_text': 'Read the New York Times Review of Bully. Coward. Victim. The Story of Roy Cohn'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/19/arts/bully1/bully1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
389,Picture of His Life,,0,Kristen Yoonsoo Kim,‘Picture of His Life’ Review: A Shot Too Much to Bear,The documentarians Yonatan Nir and Dani Menkin follow the nature photographer Amos Nachoum on his mission impossible: to capture a polar bear while swimming with it.,2020-06-18,,2020-06-18 11:04:05,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/18/movies/picture-of-his-life-review.html', 'suggested_link_text': 'Read the New York Times Review of Picture of His Life'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/18/arts/18picture-art/merlin_173482869_541d6764-9828-4c3d-8d26-b3ebd26b6292-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
390,The Pollinators,,1,Teo Bugbee,‘The Pollinators’ Review: Fight of the Honeybee,Colorful close-ups of thriving bees and interviews with experts show the trials that the bees and the food supply face in the United States.,2020-06-16,,2020-06-16 17:38:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/16/movies/the-pollinators-review.html', 'suggested_link_text': 'Read the New York Times Review of The Pollinators'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/16/arts/16pollinatorrs/merlin_173484051_ebfa5efb-040e-4f93-869a-83fb5eab8288-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
391,My Father the Spy,,0,Ben Kenigsberg,‘My Father the Spy’ Review: To Embrace a Parent or Denounce Him?,"In this documentary, a journalist and translator relives the disorientation of defecting.",2020-06-16,,2020-06-16 13:32:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/16/movies/my-father-the-spy-review.html', 'suggested_link_text': 'Read the New York Times Review of My Father the Spy'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/15/arts/myfather1/myfather1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
392,Seahorse,,0,Ben Kenigsberg,‘Seahorse: The Dad Who Gave Birth’ Review: When He’s Expecting,"In this absorbing documentary, a transgender man experiences pregnancy.",2020-06-16,,2020-06-16 12:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/16/movies/seahorse-the-dad-who-gave-birth-review.html', 'suggested_link_text': 'Read the New York Times Review of Seahorse'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/15/arts/seahorse1/seahorse1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
393,Gulabo Sitabo,,1,Rachel Saltz,"‘Gulabo Sitabo’ Review: This Old House, Lucknow Style",Amitabh Bachchan and Ayushmann Khurrana star in this charmingly low-key Hindi comedy.,2020-06-12,2020-06-12,2020-06-12 04:06:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/12/movies/gulabo-sitabo-review.html', 'suggested_link_text': 'Read the New York Times Review of Gulabo Sitabo'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/12/arts/11gulabo/11gulabo-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
394,Hill of Freedom,,1,Glenn Kenny,‘Hill of Freedom’ Review: A Lover’s Frustrated Quest,"Hong Sang-soo’s film, structured as a letter with the pages out of order, is one of his most daring gambits.",2020-06-11,,2020-06-11 21:14:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/11/movies/hill-of-freedom-review.html', 'suggested_link_text': 'Read the New York Times Review of Hill of Freedom'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/12/arts/hillof1/hillof1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
395,In My Blood It Runs,,1,Teo Bugbee,‘In My Blood It Runs’ Review: ‘I Want to Be an Aborigine’,"In plain vérité style, the documentary follows an Arrernte Aboriginal family in Alice Springs, Australia.",2020-06-11,,2020-06-11 11:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/11/movies/in-my-blood-it-runs-review.html', 'suggested_link_text': 'Read the New York Times Review of In My Blood It Runs'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/11/arts/11inmyblood/11inmyblood-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
396,Marona's Fantastic Tale,,1,Teo Bugbee,‘Marona’s Fantastic Tale’ Review: A Dog’s Life for Better or Worse,"At the end of her life, a dog reflects on happiness and heartbreak. But the film stays buoyant through its unique and lively animation.",2020-06-11,2020-06-12,2020-06-11 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/11/movies/maronas-fantastic-tale-review.html', 'suggested_link_text': ""Read the New York Times Review of Marona's Fantastic Tale""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/12/arts/11maronasfantastictale/11maronasfantastictale-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
397,The Surrogate,,0,Glenn Kenny,"‘The Surrogate’ Review: Carrying a Baby, and Much More","In Jeremy Hersh’s film, a woman agrees to carry a child for a gay couple, and unexpected conflicts arise.",2020-06-11,2020-06-12,2020-06-11 20:34:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/11/movies/the-surrogate-review.html', 'suggested_link_text': 'Read the New York Times Review of The Surrogate'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/10/arts/surro1/surro1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
398,The King of Staten Island,R,0,Wesley Morris,‘The King of Staten Island’ Review: Pete Davidson Gets (Even More) Personal,"Judd Apatow’s film should be a meatier Oedipal comedy, but it’s unwilling to explore the tragedy just below its surface.",2020-06-11,2020-06-12,2020-06-11 17:38:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/11/movies/the-king-of-staten-island-review.html', 'suggested_link_text': 'Read the New York Times Review of The King of Staten Island'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/11/arts/11KINGOFSTATENISLAND-1/merlin_173246256_a8602d77-3634-4625-a410-3cdb46d67725-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
399,Artemis Fowl,PG,0,Ben Kenigsberg,"‘Artemis Fowl’ Review: Fowl, Not Fair","Kenneth Branagh’s film has no reason to exist, other than to spawn sequels.",2020-06-11,2020-06-12,2020-06-11 16:22:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/11/movies/artemis-fowl-review.html', 'suggested_link_text': 'Read the New York Times Review of Artemis Fowl'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/10/arts/artemis1/artemis1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
400,For They Know Not What They Do,,0,Lovia Gyarkye,‘For They Know Not What They Do’ Review: Where Faith Meets L.G.B.T.Q. Life,Daniel Karslake’s documentary follows four families navigating issues of faith in relation to the sexual orientations and gender identities of their children.,2020-06-11,,2020-06-11 15:20:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/11/movies/for-they-know-not-what-they-do-review.html', 'suggested_link_text': 'Read the New York Times Review of For They Know Not What They Do'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/13/arts/12fortheyknow1/fortheyknow1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
401,Aviva,,0,Brian Seibert,‘Aviva’ Review: Just the Two of Us (and Our Other Selves),"Boaz Yakin’s movie is fresh in two ways: in its questioning of gender, and in its use of dance as a primary mode of expression.",2020-06-11,,2020-06-11 11:04:05,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/11/movies/aviva-review.html', 'suggested_link_text': 'Read the New York Times Review of Aviva'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/10/arts/00aviva/merlin_173245341_98a3eef6-d92d-433c-80d1-884b76bbc174-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
402,Da 5 Bloods,R,1,A.O. Scott,"‘Da 5 Bloods’ Review: Black Lives Mattered in Vietnam, Too","Spike Lee’s new joint is an anguished, funny, violent argument with and about American history, with an unforgettable performance from Delroy Lindo at its heart.",2020-06-10,2020-06-12,2020-06-10 22:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/10/movies/da-5-bloods-review.html', 'suggested_link_text': 'Read the New York Times Review of Da 5 Bloods'}",
403,Born in Evin,,0,Devika Girish,"‘Born in Evin’ Review: No Place for a Baby, or Anyone Else","In her debut as a director, the actress Maryam Zaree explores her birth at an infamous Iranian prison.",2020-06-09,,2020-06-09 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/09/movies/born-in-evin-review.html', 'suggested_link_text': 'Read the New York Times Review of Born in Evin'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/03/arts/bornin1/bornin1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
404,You Don't Nomi,,0,Ben Kenigsberg,‘You Don’t Nomi’ Review: How Much Is There to See in ‘Showgirls’?,A documentary tackles a question that has haunted cinephiles for 25 years.,2020-06-09,2020-06-09,2020-06-09 09:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/09/movies/you-dont-nomi-review.html', 'suggested_link_text': ""Read the New York Times Review of You Don't Nomi""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/09/arts/09youdontnomi/09youdontnomi-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
405,Yourself and Yours,,1,Glenn Kenny,"‘Yourself and Yours’ Review: Romance, Alcohol and a Puzzle",The South Korean director Hong Sang-soo puts viewers in tune with the world of his sad-sack characters immediately.,2020-06-04,,2020-06-04 12:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/04/movies/yourself-and-yours-review.html', 'suggested_link_text': 'Read the New York Times Review of Yourself and Yours'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/05/arts/04yourself/04yourself-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
406,Tommaso,,1,Glenn Kenny,"‘Tommaso’ Review: A Sober, but Not Serene, Life","Abel Ferrara’s new semi-autobiographical drama, starring Willem Dafoe, crackles with ideas and empathy.",2020-06-04,2020-06-05,2020-06-04 11:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/04/movies/tommaso-review.html', 'suggested_link_text': 'Read the New York Times Review of Tommaso'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/05/arts/04tommaso-art/04tommaso-art-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
407,Dreamland,,1,Jeannette Catsoulis,‘Dreamland’ Review: The Hit Man and the Trumpeter,A double dose of Stephen McHattie helps this freaky noir find its footing.,2020-06-04,,2020-06-04 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/04/movies/dreamland-review.html', 'suggested_link_text': 'Read the New York Times Review of Dreamland'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/02/arts/dreamland2/dreamland2-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
408,Judy & Punch,,0,Jeannette Catsoulis,‘Judy & Punch’ Review: On With the Horror Show,"In this bizarre satire, married puppeteers enact a grotesque comic tragedy of violence and revenge.",2020-06-04,2020-06-05,2020-06-04 14:02:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/04/movies/judy-and-punch-review.html', 'suggested_link_text': 'Read the New York Times Review of Judy & Punch'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/05/arts/judy1/judy1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
409,And We Go Green,,0,Amy Nicholson,‘And We Go Green’ Review: Start Your (Quiet) Engines,"The cheery, lightweight documentary looks at the electric car racing series Formula E.",2020-06-04,2020-06-04,2020-06-04 12:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/04/movies/and-we-go-green-review.html', 'suggested_link_text': 'Read the New York Times Review of And We Go Green'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/06/arts/andwego1/andwego1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
410,Feral,,0,Glenn Kenny,‘Feral’ Review: Homeless and Unraveling as a Storm Approaches,Annapurna Sriram portrays a young woman struggling with mental illness while living near train tracks in Brooklyn.,2020-06-04,2020-06-02,2020-06-04 12:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/04/movies/feral-review.html', 'suggested_link_text': 'Read the New York Times Review of Feral'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/04/arts/04feral/04feral-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
411,Parkland Rising,,0,Teo Bugbee,‘Parkland Rising’ Review: A Close-Up on Activism After a Tragedy,"A documentary profiles students and parents who became organizers after the school shooting, but doesn’t provide a lot of fresh insight.",2020-06-04,2019-10-04,2020-06-04 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/04/movies/parkland-rising-review.html', 'suggested_link_text': 'Read the New York Times Review of Parkland Rising'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/04/arts/04parkland-rising/04parkland-rising-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
412,2040,,0,Ben Kenigsberg,"‘2040’ Review: Tools to Fix the World, Already at Hand","Damon Gameau’s documentary is an accessible, informative and optimistic look at solutions to the climate crisis.",2020-06-04,2020-06-05,2020-06-04 11:04:05,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/04/movies/2040-review.html', 'suggested_link_text': 'Read the New York Times Review of 2040'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/04/arts/04twentyforty-art/04twentyforty-art-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
413,Shirley,R,0,A.O. Scott,‘Shirley’ Review: A Writer as Scary as Her Stories,"Elisabeth Moss stars as Shirley Jackson in Josephine Decker’s gothic, feverish anti-biopic.",2020-06-03,2020-06-05,2020-06-03 20:10:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/03/movies/shirley-review.html', 'suggested_link_text': 'Read the New York Times Review of Shirley'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/05/arts/00shirley/00shirley-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
414,Spelling the Dream,TV-G,0,Bilal Qureshi,‘Spelling the Dream’ Review: Words of Inspiration,"This Netflix documentary explores the unbroken Indian-American dominance of the U.S. national spelling bee, to less than winning results.",2020-06-03,2020-06-03,2020-06-03 12:48:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/03/movies/spelling-the-dream-review.html', 'suggested_link_text': 'Read the New York Times Review of Spelling the Dream'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/06/arts/spelling1/spelling1-mediumThreeByTwo440.png', 'height': 140, 'width': 210}"
415,Searching Eva,,1,Ben Kenigsberg,‘Searching Eva’ Review: Identity Poetics,"This portrait of a professed sex worker, writer, anarchist, feminist, musician and recovering addict is a tough film to pin down.",2020-06-02,2020-05-18,2020-06-02 22:30:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/02/movies/searching-eva-review.html', 'suggested_link_text': 'Read the New York Times Review of Searching Eva'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/06/05/arts/searching1/searching1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
416,"Phoenix, Oregon",R,0,Devika Girish,"‘Phoenix, Oregon’ Review: An Ode to Small-Town Joys","Gary Lundgren’s comedy, which celebrates the comfort of a local hang, feels poignant during our current pandemic.",2020-06-01,2020-03-20,2020-06-01 14:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/06/01/movies/phoenix-oregon-review.html', 'suggested_link_text': 'Read the New York Times Review of Phoenix, Oregon'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/05/29/arts/phoenix1/phoenix1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
417,Circumstantial Pleasures,,1,Manohla Dargis,‘Circumstantial Pleasures’ Review: The Lyrical Junkman Cometh,"A new movie by Lewis Klahr, who makes striking, personal assemblages out of cultural detritus.",2020-05-28,2020-05-29,2020-05-28 18:10:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/05/28/movies/circumstantial-pleasures-review.html', 'suggested_link_text': 'Read the New York Times Review of Circumstantial Pleasures'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/05/29/arts/00circumstantial/00circumstantial-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
