,display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,link,multimedia
436,Breaking Boundaries: The Science of Our Planet,,0,Calum Marsh,‘Breaking Boundaries: The Science of Our Planet’ Review: A Dire Warning,"We have a lot more than just climate change to worry about, argues this nature doc narrated by Sir David Attenborough.",2021-06-04,2021-06-04,2021-06-04 11:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/06/04/movies/breaking-boundaries-the-science-of-our-planet-review.html', 'suggested_link_text': 'Read the New York Times Review of Breaking Boundaries: The Science of Our Planet'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/06/05/arts/breaking1/breaking1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
437,The Ancient Woods,,1,Nicolas Rapold,‘The Ancient Woods’ Review: Deep in the Forest,"This entrancing nature film shot in Lithuania understands the wonder and the eeriness of a forest, enveloping us in its sights and sounds.",2021-06-03,2021-06-04,2021-06-03 23:51:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/06/03/movies/the-ancient-woods-review.html', 'suggested_link_text': 'Read the New York Times Review of The Ancient Woods'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/06/04/arts/ancient1/ancient1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
438,Undine,Unrated,1,Glenn Kenny,‘Undine’ Review: Love In and Out of the Water,"Paula Beer and Franz Rogowski, who made an impression in 2019’s “Transit,” are reunited by the director Christian Petzold for this adaptation of a European myth.",2021-06-03,2021-06-04,2021-06-03 11:03:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/06/03/movies/undine-review.html', 'suggested_link_text': 'Read the New York Times Review of Undine'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/06/03/arts/03undine-art/merlin_188445318_6d5c17af-5cc9-4349-86a9-0dec9c70add0-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
439,Slow Machine,,1,Kristen Yoonsoo Kim,‘Slow Machine’ Review: What Do Paranoid Actresses Dream Of?,Joe DeNardo and Paul Felten craft a mysterious New York thriller with mumblecore sensibilities.,2021-06-03,2021-06-04,2021-06-03 11:08:05,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/06/03/movies/slow-machine-review.html', 'suggested_link_text': 'Read the New York Times Review of Slow Machine'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/06/04/arts/03slowmachine-art/03slowmachine-art-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
440,Favolacce,,0,A.O. Scott,"‘Bad Tales’ Review: Suburban Dysfunction, Italian Style",The new film from the D’Innocenzo brothers is stocked with unhappy families and unfortunate haircuts.,2021-06-03,2021-05-21,2021-06-03 14:17:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/06/03/movies/bad-tales-review.html', 'suggested_link_text': 'Read the New York Times Review of Favolacce'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/06/04/arts/03bad-tales1/03bad-tales1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
441,Edge of the World,,0,Jeannette Catsoulis,‘Edge of the World’ Review: The Man Who Agreed to be King,Jonathan Rhys Meyers plays the unlikely ruler of a jungle kingdom in this corny tale.,2021-06-03,,2021-06-03 14:16:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/06/03/movies/edge-of-the-world-review.html', 'suggested_link_text': 'Read the New York Times Review of Edge of the World'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/06/02/arts/edge1/edge1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
442,"All Light, Everywhere",,0,A.O. Scott,"‘All Light, Everywhere’ Review: Watching the Watchers",Theo Anthony’s new documentary surveys the history and ethics of surveillance.,2021-06-03,2021-06-04,2021-06-03 11:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/06/03/movies/all-light-everywhere-review.html', 'suggested_link_text': 'Read the New York Times Review of All Light, Everywhere'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/06/04/arts/00all-light/merlin_188442414_01fafd83-574c-4725-9ab1-41b77f1b2250-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
443,Spirit Untamed,PG,0,Beatrice Loayza,‘Spirit Untamed’ Review: Horse Girls Unite,"This spinoff of “Spirit: Stallion of the Cimarron” is a bland, bubbly romp through the Wild West, with a heavy dose of girl power.",2021-06-03,2021-06-04,2021-06-03 11:02:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/06/03/movies/spirit-untamed-review.html', 'suggested_link_text': 'Read the New York Times Review of Spirit Untamed'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/06/03/arts/03spirituntamed-art/03spirituntamed-art-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
444,City of Ali,,0,Ben Kenigsberg,‘City of Ali’ Review: A Final Round for a Champ,This documentary makes for an extremely minor addition to the Muhammad Ali cinematic universe.,2021-06-03,2021-06-04,2021-06-03 12:38:11,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/06/03/movies/city-of-ali-review.html', 'suggested_link_text': 'Read the New York Times Review of City of Ali'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/06/03/arts/03city0fali/03city0fali-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
445,Tove,,0,Teo Bugbee,‘Tove’ Review: The Life of a Sharp Illustrator in Soft Focus,"This biopic examines the creator of the Moomins, Tove Jansson, but it skimps on artistic insight in favor of unsatisfying romances.",2021-06-03,,2021-06-03 11:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/06/03/movies/tove-review.html', 'suggested_link_text': 'Read the New York Times Review of Tove'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/06/03/arts/03tove-pix/03tove-pix-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
446,Chasing Wonders,,0,Glenn Kenny,‘Chasing Wonders’ Review: Divining Secrets of a Past Vintage,"A young man tries to learn why his family left Spain for Australia in this picturesque drama with Edward James Olmos, Paz Vega and Carmen Maura.",2021-06-03,,2021-06-02 13:53:41,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/06/03/movies/chasing-wonders-review.html', 'suggested_link_text': 'Read the New York Times Review of Chasing Wonders'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/06/03/arts/03chasing-wonders/03chasing-wonders-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
447,Grace and Grit,R,0,Jeannette Catsoulis,‘Grace and Grit’ Review: You Transcend Me,This mawkish adaptation of the philosopher Ken Wilber’s book wraps tragedy in sugar and New Age sap.,2021-06-03,2021-06-04,2021-06-03 11:05:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/06/03/movies/grace-and-grit-review.html', 'suggested_link_text': 'Read the New York Times Review of Grace and Grit'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/06/02/arts/grace1/grace1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
448,Under the Stadium Lights,PG-13,0,Ben Kenigsberg,"‘Under the Stadium Lights’ Review: Friday Night, Lite",Some sports movies build to inspirational speeches; this one treats platitudes as the main event.,2021-06-03,2021-06-04,2021-06-03 11:06:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/06/03/movies/under-the-stadium-lights-review.html', 'suggested_link_text': 'Read the New York Times Review of Under the Stadium Lights'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/06/02/arts/under1/under1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
449,The Conjuring: The Devil Made Me Do It,R,0,Lena Wilson,"‘The Conjuring: The Devil Made Me Do It’ Review: Church, Meet State","In the third “Conjuring” movie, Ed and Lorraine Warren tirelessly work to convince a court of law — thus, the audience — that Satanism exists.",2021-06-03,2021-06-04,2021-06-03 11:07:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/06/03/movies/the-conjuring-the-devil-made-me-do-it-review.html', 'suggested_link_text': 'Read the New York Times Review of The Conjuring: The Devil Made Me Do It'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/06/02/arts/conjuring1/conjuring1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
450,Changing the Game,,0,Natalia Winkelman,‘Changing the Game’ Review: Fighting for the Right to Play,Three transgender high schoolers confront the fraught world of student athletics in this documentary that takes a controlled approach.,2021-06-02,2021-06-01,2021-06-02 13:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/06/02/movies/changing-the-game-review.html', 'suggested_link_text': 'Read the New York Times Review of Changing the Game'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/06/01/arts/changing1/changing1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
451,Port Authority,R,0,Kyle Turner,‘Port Authority’ Review: Two Outsiders Searching for a Place,A Pittsburgh runaway and a star of a Harlem vogueing ballroom connect in Danielle Lessovitz’s drama.,2021-06-01,2021-05-28,2021-06-01 15:35:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/06/01/movies/port-authority-review.html', 'suggested_link_text': 'Read the New York Times Review of Port Authority'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/06/02/arts/portauthority1/portauthority1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
452,Apocalypse '45,,0,Natalia Winkelman,‘Apocalypse ’45’ Review: Graphic Images of Wartime,Candid testimonies from World War II veterans accompany vivid archival footage in this immersive documentary that showcases the myths we tell ourselves about war.,2021-05-27,2020-08-14,2021-05-27 21:52:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/27/movies/apocalypse-45-review.html', 'suggested_link_text': ""Read the New York Times Review of Apocalypse '45""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/29/arts/apocalypse1/apocalypse1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
453,Swimming Out Till the Sea Turns Blue,,0,A.O. Scott,‘Swimming Out Till the Sea Turns Blue’ Review: China Through Writers’ Eyes,Jia Zhangke’s documentary illuminates a vast and complicated history in a series of intimate conversations.,2021-05-27,2021-05-28,2021-05-27 17:08:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/27/movies/swimming-out-till-the-sea-turns-blue-review.html', 'suggested_link_text': 'Read the New York Times Review of Swimming Out Till the Sea Turns Blue'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/28/arts/27swimming1/27swimming1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
454,Moby Doc,,0,Glenn Kenny,‘Moby Doc’ Review: He Understands How He’s an Unlikely Pop Star,"The movie is directed by Robert Gordon Bralver, but it’s a late-life self-realization project for the musician.",2021-05-27,2021-05-28,2021-05-27 11:02:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/27/movies/moby-doc-review.html', 'suggested_link_text': 'Read the New York Times Review of Moby Doc'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/27/arts/27moby-doc/27moby-doc-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
455,Blue Miracle,,0,Jeannette Catsoulis,‘Blue Miracle’ Review: Fishing Lessons,Mexican orphans find hope through a fishing tournament in this cloying underdog Netflix drama.,2021-05-27,2021-05-27,2021-05-27 11:06:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/27/movies/blue-miracle-review.html', 'suggested_link_text': 'Read the New York Times Review of Blue Miracle'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/28/arts/blue1/merlin_188115873_1531c296-6a28-474b-be60-7feefd3b2469-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
456,A Quiet Place Part II,PG-13,0,Jeannette Catsoulis,‘A Quiet Place Part II’ Review: Pump Up the Volume,"This sequel to John Krasinski’s alien-invasion blockbuster is brasher, louder and less focused than its predecessor.",2021-05-27,2021-05-28,2021-05-27 11:07:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/27/movies/a-quiet-place-part-ii-review.html', 'suggested_link_text': 'Read the New York Times Review of A Quiet Place Part II'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/28/arts/quiet1/quiet1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
457,Five Years North,,0,Devika Girish,‘Five Years North’ Review: Opposite Sides of Immigration,This frustratingly sentimental documentary looks at the parallel lives of an undocumented teenager and an ICE agent in New York.,2021-05-27,2021-05-30,2021-05-27 14:18:08,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/27/movies/five-years-north-review.html', 'suggested_link_text': 'Read the New York Times Review of Five Years North'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/25/arts/five1/five1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
458,American Traitor: The Trial of Axis Sally,R,0,Glenn Kenny,‘American Traitor: The Trial of Axis Sally’ Review: Prosecuting a Propagandist,Meadow Williams plays Mildred Gillars in this plodding and ultimately infuriatingly noncommittal movie.,2021-05-27,2021-05-28,2021-05-27 11:05:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/27/movies/review-american-traitor-axis-sally.html', 'suggested_link_text': 'Read the New York Times Review of American Traitor: The Trial of Axis Sally'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/28/arts/27americantraitor/merlin_188061219_9049cac2-f74c-40a9-85ad-88a290d49941-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
459,Plan B,TV-MA,0,Teo Bugbee,‘Plan B’ Review: A Joy Ride in Search of Emergency Contraception,Two teenagers embark on a madcap road trip to Planned Parenthood in this comedy from Natalie Morales.,2021-05-27,2021-05-28,2021-05-27 11:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/27/movies/plan-b-review.html', 'suggested_link_text': 'Read the New York Times Review of Plan B'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/26/arts/planb1/planb1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
460,Trouble,,0,Chris Azzopardi,"‘Dog Gone Trouble’ Review: New Dog, Same Tricks",A pampered dog finds himself on the streets in this routine animated comedy.,2021-05-27,2021-05-28,2021-05-27 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/27/movies/dog-gone-trouble-review.html', 'suggested_link_text': 'Read the New York Times Review of Trouble'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/29/arts/dog1/dog1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
461,The Mercy of the Jungle,,0,Beatrice Loayza,‘The Mercy of the Jungle’ Review: Soldiers Lost Among the Enemy,"In this immersive portrait of ethnic conflict by the Rwandan filmmaker Joel Karekezi, two men also take on the jungle and the savage elements.",2021-05-27,,2021-05-27 11:03:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/27/movies/mercy-of-the-jungle-review.html', 'suggested_link_text': 'Read the New York Times Review of The Mercy of the Jungle'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/27/arts/27mercy-pix/27mercy-pix-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
462,Ahead of the Curve,,0,Teo Bugbee,‘Ahead of the Curve’ Review: The Business of Lesbian Identity,A 30-year-old lesbian magazine faces an existential crisis in this documentary.,2021-05-27,2021-05-28,2021-05-27 11:08:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/27/movies/ahead-of-the-curve-review.html', 'suggested_link_text': 'Read the New York Times Review of Ahead of the Curve'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/24/arts/ahead1/ahead1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
463,Cruella,PG-13,0,A.O. Scott,‘Cruella’ Review: A Disney Villain Gets a Backstory. It’s Spotty.,Emma Stone stars in the film that feels fresher than most recent Disney live-action efforts.,2021-05-26,2021-05-28,2021-05-26 19:03:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/26/movies/cruella-review.html', 'suggested_link_text': 'Read the New York Times Review of Cruella'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/28/arts/00cruella-1/merlin_188115582_b6c47cd2-b219-44e2-a607-2930859210e1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
464,Baggio: The Divine Ponytail,TV-14,0,Ben Kenigsberg,‘Baggio: The Divine Ponytail’ Review: Dribbling Through a Career,This biopic of the Italian soccer player Roberto Baggio is a botched effort.,2021-05-26,2021-05-26,2021-05-26 11:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/26/movies/baggio-the-divine-ponytail-review.html', 'suggested_link_text': 'Read the New York Times Review of Baggio: The Divine Ponytail'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/24/arts/baggio/baggio-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
465,Seance,R,0,Lena Wilson,‘Seance’ Review: Summoning Trouble with Lipstick and Latin,"In Simon Barrett’s film, something evil descends upon an all-girls boarding school after a clique of students tries to contact the dead.",2021-05-21,2021-05-21,2021-05-21 11:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/21/movies/seance-review.html', 'suggested_link_text': 'Read the New York Times Review of Seance'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/22/arts/seance2/merlin_187713999_b618798a-dd48-456d-b68a-57e5dabfed04-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
466,Two Gods,,1,Nicolas Rapold,‘Two Gods’ Review: Matters of Life and Death,Zeshawn Ali’s documentary is a compelling portrait of a Black Muslim man in Newark who builds caskets and mentors two children.,2021-05-20,,2021-05-20 17:43:11,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/20/movies/two-gods-review.html', 'suggested_link_text': 'Read the New York Times Review of Two Gods'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/21/arts/20two-gods/20two-gods-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
467,Two Lottery Tickets,,1,Kristen Yoonsoo Kim,‘Two Lottery Tickets’ Review: Bumbling Friends Win (and Lose) Big,This Romanian comedy takes an unpromising premise and turns it into a humble and humorous journey.,2021-05-20,,2021-05-20 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/20/movies/two-lottery-tickets-review.html', 'suggested_link_text': 'Read the New York Times Review of Two Lottery Tickets'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/21/arts/20two-lottery-tix/20two-lottery-tix-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
468,This Town,,0,Devika Girish,‘This Town’ Review: Love and Rifles,This small-town comedy from New Zealand looks at the romance between a country girl and a man accused of killing his family.,2021-05-20,2021-05-20,2021-05-20 20:20:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/20/movies/this-town-review.html', 'suggested_link_text': 'Read the New York Times Review of This Town'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/22/arts/thistown1/thistown1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
469,When Hitler Stole Pink Rabbit,,0,Jeannette Catsoulis,"‘When Hitler Stole Pink Rabbit’ Review: Growing Up, Far From Home",This child’s-eye view of a family’s flight from Nazi Germany keeps the perils of the adult world at a determined remove.,2021-05-20,2021-05-21,2021-05-20 16:57:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/20/movies/when-hitler-stole-pink-rabbit-review.html', 'suggested_link_text': 'Read the New York Times Review of When Hitler Stole Pink Rabbit'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/21/arts/when1/when1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
470,The Dry,R,0,Nicolas Rapold,‘The Dry’ Review: Small Town Blues,Eric Bana stars as a cop visiting his hometown and getting embroiled in new murders and old traumas.,2021-05-20,2021-05-21,2021-05-20 14:35:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/20/movies/the-dry-review.html', 'suggested_link_text': 'Read the New York Times Review of The Dry'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/19/arts/dry1/merlin_187714557_e19eef18-e3ec-4cb9-8866-8e946c5bbd03-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
471,New Order,R,0,Glenn Kenny,‘New Order’ Review: A Revolutionary Nightmare or a Recurring Dream?,"The Mexican director Michel Franco delivers a harsh film that doubles back on itself, inverting assumptions about the forces at play.",2021-05-20,2021-05-21,2021-05-20 11:03:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/20/movies/new-order-review.html', 'suggested_link_text': 'Read the New York Times Review of New Order'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/20/arts/20new-order-pix1/merlin_187713819_747ecd5f-6f83-4f68-ad1a-26c478df9ffa-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
472,Dream Horse,PG,0,Glenn Kenny,‘Dream Horse’ Review: A Familiar Bet,Toni Collette and Damian Lewis play two underdogs in Wales who invest in a race horse in this comedy-drama ripped from the headlines.,2021-05-20,2021-05-21,2021-05-20 11:06:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/20/movies/dream-horse-review.html', 'suggested_link_text': 'Read the New York Times Review of Dream Horse'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/20/arts/20Dream-Horse/merlin_187713351_03e24a29-cbe0-4dad-ae44-2c9eb3109dcc-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
473,Spring Blossom,,0,Beatrice Loayza,‘Spring Blossom’ Review: Youth’s Fickle Desires,"An alienated teenager finds questionable companionship in this playful coming-of-age romance by Suzanne Lindon, who was in her teens when she wrote, directed and starred in the film.",2021-05-20,2021-05-21,2021-05-20 11:02:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/20/movies/spring-blossom-review.html', 'suggested_link_text': 'Read the New York Times Review of Spring Blossom'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/21/arts/spring1/spring1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
474,Into the Darkness,,0,Ben Kenigsberg,‘Into the Darkness’ Review: Making Excuses for Collaboration,This film from Anders Refn shows how a Danish family in the 1940s justifies its complicity with the Nazis.,2021-05-20,,2021-05-20 11:05:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/20/movies/into-the-darkness-review-making-excuses-for-collaboration.html', 'suggested_link_text': 'Read the New York Times Review of Into the Darkness'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/19/arts/into1/into1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
475,Army of the Dead,R,0,Jeannette Catsoulis,‘Army of the Dead’ Review: Thieving Las Vegas,"Zack Snyder’s zombies-in-Vegas extravaganza is an exhausting pivot from brilliant to boring, accomplished to shambolic.",2021-05-20,2021-05-21,2021-05-20 11:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/20/movies/army-of-the-dead-review.html', 'suggested_link_text': 'Read the New York Times Review of Army of the Dead'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/19/arts/army1/army1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
476,Broken Harts,,0,Natalia Winkelman,‘Broken Harts’ Review: Examining a Family Tragedy,"This bland true-crime documentary tells the story of the Hart family, in which two mothers hid the neglect and abuse of their six children behind an idyllic facade.",2021-05-18,,2021-05-18 17:25:25,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/18/movies/broken-harts-review.html', 'suggested_link_text': 'Read the New York Times Review of Broken Harts'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/18/arts/broken1/broken1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
477,Georgetown,R,0,Calum Marsh,‘Georgetown’ Review: It’s Not a Lie if You Believe It,"In Christoph Waltz’s film, a grifter takes Washington.",2021-05-18,2021-05-14,2021-05-18 11:01:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/18/movies/georgetown-review.html', 'suggested_link_text': 'Read the New York Times Review of Georgetown'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/19/arts/georgetown1/georgetown1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
478,There Is No Evil,,1,Ben Kenigsberg,"‘There Is No Evil’ Review: Condemned, One Way or Another","“There Is No Evil,” which won the Golden Bear at the Berlin International Film Festival last year, is one of the most kinetic films ever made in secret.",2021-05-13,2021-05-14,2021-05-14 20:27:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/13/movies/there-is-no-evil-review.html', 'suggested_link_text': 'Read the New York Times Review of There Is No Evil'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/12/arts/thereis1/thereis1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
479,The Killing of Two Lovers,R,1,Nicolas Rapold,‘The Killing of Two Lovers’ Review: What Lies Beneath,Under the veneer of an unusual marriage is an uncontrollable undercurrent to which everyone is susceptible.,2021-05-13,2021-05-14,2021-05-13 15:41:13,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/13/movies/the-killing-of-two-lovers-review.html', 'suggested_link_text': 'Read the New York Times Review of The Killing of Two Lovers'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/14/arts/13killing-of-two-lovers-pix/merlin_187492188_264fcec7-dbef-46c5-b8d2-4f36fac6ce48-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
480,The Swimming Pool,GP,1,Glenn Kenny,"‘La Piscine’ Review: Pretty, Rich People Behaving Poorly","Alain Delon, Romy Schneider and Jane Birkin are among the reasons this restoration of a French thriller is worth watching.",2021-05-13,,2021-05-13 14:08:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/13/movies/la-piscine-review.html', 'suggested_link_text': 'Read the New York Times Review of The Swimming Pool'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/14/arts/13lapiscine/13lapiscine-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
481,Those Who Wish Me Dead,R,1,Ben Kenigsberg,‘Those Who Wish Me Dead’ Review: A Desperate Scramble to Survive,This thriller starring Angelina Jolie takes its time but doesn’t waste any time.,2021-05-13,2021-05-14,2021-05-13 11:05:30,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/13/movies/those-who-wish-me-dead-review-a-desperate-scramble-to-survive.html', 'suggested_link_text': 'Read the New York Times Review of Those Who Wish Me Dead'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/12/arts/those1/those1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
