,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
228,Cold Case Hammarskjöld,2019,Not Rated,16 Aug 2019,128 min,"Documentary, Animation, History",Mads Brügger,Mads Brügger,"Mads Brügger, Clarinah Mfengu, Saphir Wenzi Mabanza","Danish director Mads Brügger and Swedish private investigator Göran Björkdahl are trying to solve the mysterious death of Dag Hammarskjöld. As their investigation closes in, they discover a crime far worse than killing the Secretary-General of the United Nations.","English, French, Swedish, Bemba, Danish","Denmark, Norway, Sweden, Belgium",9 wins & 22 nominations,https://m.media-amazon.com/images/M/MV5BODQxODMwM2QtMmNhMi00M2I1LWJlZjgtNDUwYzNkNTI1MzJmXkEyXkFqcGdeQXVyMjMyNTg3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.6,"2,423",tt9352780,movie,16 Aug 2019,"$104,965",N/A,N/A,True,
229,Kingdom,2019–,TV-MA,25 Jan 2019,45 min,"Action, Drama, History",N/A,N/A,"Ju Ji-Hoon, Bae Doona, Kim Sungkyu","Set in the Joseon period. The king falls ill to smallpox and rumors start to spread that he has actually died. Meanwhile, Crown Prince Lee Chang is labeled a traitor by the Haewon Cho Clan, the clan of the current pregnant Queen and her father, Cheif State Councilor Cho Hak Joo. While trying to uncover the mystery of what happened to his father, the Crown Prince goes with his guard, Moo Young, to Dongnae to look for Physician Lee Seung Hui who treated his father, only to be stuck with Assistant Physician Seo Bi and the mysterious man, Young Shin, in a village plagued with a mysterious disease. The second season centers on the advancement of the plague across several provinces. In the lead-up to halting the outbreak, a devastating revelation ensues at Sangju. Upon the arrival of the winter season, the undead hordes now roam freely due to a change in ambient temperature. Fearing the ramifications of an imminent invasion, Prince Lee Chang attempts to garner support from his allies to stop the undead and reclaim his right to the throne. Unbeknownst to the Prince, another conspiracy for political gain is brewing within the corrupt Haewon Cho Clan. As Queen Consort Cho schemes to steal a male newborn to cement as heir to the royal throne, she further orchestrates a last ditch strategy to use the plague against the citizens of Hanyang, if her former plan fails to succeed. As calamity looms among the living, only one question remains. Can the Prince save his people in time and end the political turmoil at the capital or will the plague mark the end of the Joseon dynasty?",Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BNTBlZmE4YzItNTY5Mi00NmIxLTlhZTAtOWIxNjFlNTMzNmI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"39,356",tt6611916,series,,,,,True,2
230,47 Meters Down: Uncaged,2019,PG-13,16 Aug 2019,90 min,"Adventure, Drama, Horror",Johannes Roberts,"Ernest Riera, Johannes Roberts","Sophie Nélisse, Corinne Foxx, Brianne Tju","47 Meters Down: Uncaged follows the diving adventure of four teenage girls (Sophie Nélisse, Corinne Foxx, Brianne Tju and Sistine Stallone) exploring a submerged Mayan City. Once inside, their rush of excitement turns into a jolt of terror as they discover the sunken ruins are a hunting ground for deadly Great White Sharks. With their air supply steadily dwindling, the friends must navigate the underwater labyrinth of claustrophobic caves and eerie tunnels in search of a way out of their watery hell.","English, Spanish","United Kingdom, United States",N/A,https://m.media-amazon.com/images/M/MV5BMDc1MmVjMDQtOGU3OS00OTJkLWJmOGQtNDMzMWRjNDAzY2Y2XkEyXkFqcGdeQXVyMTk5MzE1MTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,5.0,"23,709",tt7329656,movie,27 Aug 2019,"$22,260,900",N/A,N/A,True,
231,Good Boys,2019,R,16 Aug 2019,90 min,"Adventure, Comedy",Gene Stupnitsky,"Lee Eisenberg, Gene Stupnitsky","Jacob Tremblay, Keith L. Williams, Brady Noon","Invited to his first kissing party, 12-year-old Max asks his best friends Lucas and Thor for some much-needed help on how to pucker up. When they hit a dead end, Max decides to use his father's drone to spy on the teenage girls next door. When the boys lose the drone, they skip school and hatch a plan to retrieve it before Max's dad can figure out what happened.",English,United States,2 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMTc1NjIzODAxMF5BMl5BanBnXkFtZTgwMTgzNzk1NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}]",N/A,6.7,"69,809",tt6977338,movie,16 Apr 2019,"$83,140,306",N/A,N/A,True,
232,"Where'd You Go, Bernadette",2019,PG-13,16 Aug 2019,109 min,"Comedy, Drama",Richard Linklater,"Richard Linklater, Holly Gent, Vincent Palmo Jr.","Cate Blanchett, Billy Crudup, Emma Nelson","Based on the runaway bestseller, Where'd You Go, Bernadette is an inspiring comedy about Bernadette Fox ""Academy Award winner Cate Blanchett"", a loving mom who becomes compelled to reconnect with her creative passions after years of sacrificing herself for her family. Bernadette's leap of faith takes her on an epic adventure that jump-starts her life and leads to her triumphant rediscovery.",English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BNDZiY2MyN2ItZjYyMi00YWNiLTk3NTQtNzk3YWFlOTg1MzViXkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.5,"20,330",tt2365580,movie,27 Aug 2019,"$9,198,356",N/A,N/A,True,
233,Los Reyes,2018,N/A,14 Aug 2019,78 min,Documentary,"Iván Osnovikoff, Bettina Perut",N/A,N/A,"Chola and Football are a couple of street dogs that live in the Los Reyes skatepark. A microcosm is organized around them, composed of things, animals and young adolescents in conflict with an adult world that they reject but are required to enter.",Spanish,"Chile, Germany",3 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMGU2NThjZGEtYzNjMC00NTZiLTg5MzAtMTNmMWFkMTIxNmY0XkEyXkFqcGdeQXVyNDU4Mzg5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.3,311,tt8819180,movie,30 Jun 2020,"$30,418",N/A,N/A,True,
234,Adam,2019,N/A,14 Aug 2019,95 min,Comedy,Rhys Ernst,Ariel Schrag,"Nicholas Alexander, Bobbi Salvör Menuez, Margaret Qualley","Awkward teen Adam spends his last high school summer with his big sister, who throws herself into NYC's lesbian and trans activist scene. In this coming-of-age comedy, Adam and those around him encounter love, friendship and hard truths.",English,United States,3 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTc5Y2Y1MzgtZmZkMS00Y2QzLTk1MWUtYjAyMTRkZDAwNjJiXkEyXkFqcGdeQXVyMjQ3MTMzNDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,3.8,"1,594",tt6316466,movie,05 Sep 2019,N/A,N/A,N/A,True,
235,The Angry Birds Movie 2,2019,PG,14 Aug 2019,97 min,"Animation, Action, Adventure","Thurop Van Orman, John Rice","Peter Ackerman, Eyal Podell, Jonathon E. Stewart","Jason Sudeikis, Josh Gad, Leslie Jones","After saving Bird Island from an all-out green-pig invasion in Angry Birds (2016), the isle's always cranky local hero, Red, still finds himself doing battle with Pig Island. As the prank war between pigs and birds is raging, massive icy projectiles coming from the feathery tyrant Zeta's ice-capped Eagle Island threaten the security of both havens, unless Red and King Leonard agree to form a difficult but honest truce. Now, Red, Bomb, Mighty Eagle, Chuck, and his brilliant sister, Silver, have to join forces with Leonard's mighty porcine team to thwart the megalomaniac Zeta's bold schemes for world domination. However, is Red capable of change?",English,"Finland, United States, Canada",1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BYzdkNGJhNzQtMjY1OC00MDI3LTk0ZDUtNzU0MGZiY2YwZGUxXkEyXkFqcGdeQXVyNzMxNjQxMTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.4,"25,976",tt6095472,movie,27 Aug 2019,"$41,667,116",N/A,N/A,True,
236,Dora and the Lost City of Gold,2019,PG,09 Aug 2019,102 min,"Action, Adventure, Comedy",James Bobin,"Nicholas Stoller, Matthew Robinson, Tom Wheeler","Isabela Merced, Eugenio Derbez, Michael Peña","Having spent most of her life exploring the jungle with her parents, nothing could prepare Dora for her most dangerous adventure ever: high school. Always the explorer, Dora quickly finds herself leading Boots, Diego, a mysterious jungle inhabitant, and a ragtag group of teens on a live-action adventure to save her parents and solve the impossible mystery behind a lost Inca civilization.","English, Spanish, Quechua","United States, Mexico, Australia",4 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BOTVhMzYxNjgtYzYwOC00MGIwLWJmZGEtMjgwMzgxMWUwNmRhXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.1,"28,593",tt7547410,movie,27 Aug 2019,"$60,477,943",N/A,N/A,True,
237,This Changes Everything,2018,TV-PG,31 Oct 2019,96 min,Documentary,Tom Donahue,N/A,"Reese Witherspoon, Mira Nair, Shonda Rhimes","An investigative look and analysis of gender disparity in Hollywood, featuring accounts from well-known actors, executives and artists in the Industry.",English,United States,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BZjMwYzcwNDQtNDk4My00Zjg5LWIzMGMtZTRkMTAwZWQ2NmI5XkEyXkFqcGdeQXVyMTI4Mjg4MjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.8,"1,290",tt5795282,movie,16 Aug 2019,"$64,988",N/A,N/A,True,
238,"Love, Antosha",2019,R,02 Aug 2019,92 min,"Documentary, Biography, Music",Garret Price,N/A,"Anton Yelchin, J.J. Abrams, Sofia Boutella",A portrait of the extraordinary life and career of actor Anton Yelchin.,"English, Russian",United States,10 nominations,https://m.media-amazon.com/images/M/MV5BMGFjZTc2NWUtMDI2Mi00NmZhLTllM2YtMTk4YjE3YWI5ZWNmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,8.1,"1,293",tt9351746,movie,15 Nov 2019,"$50,168",N/A,N/A,True,
239,The Peanut Butter Falcon,2019,PG-13,23 Aug 2019,97 min,"Adventure, Comedy, Drama","Tyler Nilson, Michael Schwartz","Tyler Nilson, Michael Schwartz","Zack Gottsagen, Ann Owens, Dakota Johnson","The Peanut Butter Falcon is an adventure story set in the world of a modern Mark Twain that begins when Zak (22), a young man with Down syndrome, runs away from the nursing home where he lives to chase his dream of becoming a professional wrestler by attending the wrestling school The Salt Water Redneck. Through circumstances beyond their control Tyler (32), a small-time outlaw on the run, becomes Zak's unlikely coach and ally. Together they wind through deltas, elude capture, drink whisky, find God, catch fish, and convince Eleanor (28), a kind nursing home employee with a story of her own, to join them on their journey.",English,United States,20 wins & 16 nominations,https://m.media-amazon.com/images/M/MV5BOWVmZGQ0MGYtMDI1Yy00MDkxLWJiYjQtMmZjZmQ0NDFmMDRhXkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.6,"84,112",tt4364194,movie,27 Aug 2019,"$20,457,151",N/A,N/A,True,
240,After the Wedding,2019,PG-13,01 Nov 2019,112 min,Drama,Bart Freundlich,"Bart Freundlich, Susanne Bier, Anders Thomas Jensen","Julianne Moore, Michelle Williams, Billy Crudup",A manager of an orphanage in Kolkata travels to New York to meet a benefactor.,"English, Hindi","United States, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BNTI2NGVlMzAtMGQyYS00N2Q3LWE0ZDUtNzBmNGE1ZWE3NzQzXkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.3,"7,241",tt7985692,movie,12 Nov 2019,"$1,574,258",N/A,N/A,True,
241,On the Red Carpet: Brian Banks the Movie,2019,N/A,08 Aug 2019,N/A,News,Chris Sweda,N/A,"Doug Atchison, Brian K Banks, Cameron Crovetti",N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt10798734,movie,N/A,N/A,N/A,N/A,True,
242,Light of My Life,2019,R,09 Aug 2019,119 min,"Drama, Sci-Fi, Thriller",Casey Affleck,Casey Affleck,"Anna Pniowsky, Casey Affleck, Tom Bower","Parent and child journey through the outskirts of society a decade after a pandemic has wiped out half the world's population. As a father struggles to protect his child, their bond, and the character of humanity, is tested.",English,United States,5 nominations,https://m.media-amazon.com/images/M/MV5BM2FmMGNiODgtNTAyMy00N2VlLWEyODEtNDViMmRkZDA5Nzc3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.6,"12,643",tt6063090,movie,09 Aug 2019,"$20,056",N/A,N/A,True,
243,Vision Portraits,2019,N/A,15 Nov 2019,78 min,Documentary,Rodney Evans,Rodney Evans,"John Dugdale, Rodney Evans, Kayla Hamilton","An in-depth exploration of the creative paths of blind and visually impaired artists including a photographer, dancer, writer and filmmaker..",English,"Germany, Canada, United States",4 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMWZkM2U4ZTYtZDk1MS00MTEwLWFmYTEtOGUxYTJmM2UzYWUyXkEyXkFqcGdeQXVyMDk3NjkxNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.6,75,tt9617506,movie,16 Nov 2019,"$10,771",N/A,N/A,True,
244,Scary Stories to Tell in the Dark,2019,PG-13,09 Aug 2019,108 min,"Adventure, Horror, Mystery",André Øvredal,"Dan Hageman, Kevin Hageman, Guillermo del Toro","Zoe Margaret Colletti, Michael Garza, Gabriel Rush","It's 1968 in America. Change is blowing in the wind...but seemingly far removed from the unrest in the cities is the small town of Mill Valley where for generations, the shadow of the Bellows family has loomed large. It is in their mansion on the edge of town that Sarah, a young girl with horrible secrets, turned her tortured life into a series of scary stories, written in a book that has transcended time-stories that have a way of becoming all too real for a group of teenagers who discover Sarah's terrifying tomb.",English,"United States, Canada, Mexico",4 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMmI1MGE0ODMtYWRlZC00ZDUxLWIyNGItYjgyNzhhMTRlOTI2XkEyXkFqcGdeQXVyOTQ5MTIwMjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.2,"70,130",tt3387520,movie,27 Aug 2019,"$68,947,075",N/A,N/A,True,
245,The Kitchen,2019,R,09 Aug 2019,102 min,"Action, Crime, Drama",Andrea Berloff,"Andrea Berloff, Ollie Masters, Ming Doyle","Melissa McCarthy, Tiffany Haddish, Elisabeth Moss",The wives of New York gangsters in Hell's Kitchen in the 1970s continue to operate their husbands' rackets after they're locked up in prison.,"English, Hebrew","United States, Canada",1 nomination,https://m.media-amazon.com/images/M/MV5BZGEwMWJlNzMtMjQ4YS00YjI4LTkwZTYtMGFiZTY5YmE2ZTIwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,5.6,"19,492",tt5822564,movie,27 Aug 2019,"$12,180,032",N/A,N/A,True,
246,The Nightingale,2018,R,29 Aug 2019,136 min,"Adventure, Drama, Thriller",Jennifer Kent,Jennifer Kent,"Aisling Franciosi, Maya Christie, Baykali Ganambarr","THE NIGHTINGALE is a meditation on the horrors of Australian colonization, set at the turn of the 19th century. The film follows Clare, a 21-year-old native Irish wife and mother held captive beyond her 7-year sentence, desperate to be free of her obsessed master, British lieutenant Hawkins. Clare's husband Aidan intervenes with devastating consequences for all. When British authorities fail to deliver justice, Clare pursues Hawkins, who leaves his post suddenly to secure a captaincy up north. Unfamiliar with the Tasmanian wilderness she enlists the help of an orphaned Aboriginal tracker Billy. Marked by their traumas, the two fight to overcome their distrust and prejudices against the backdrop of Australia's infamous 'Black War'.","English, Irish Gaelic, Aboriginal",Australia,25 wins & 37 nominations,https://m.media-amazon.com/images/M/MV5BNjVmZmY1NmQtMWNhZS00ZDUwLTk5ZTQtZGE4NWIyM2YwMDRiXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.3,"26,271",tt4068576,movie,25 Oct 2019,"$400,209",N/A,N/A,True,
247,Luce,2019,R,23 Aug 2019,109 min,"Drama, Mystery",Julius Onah,"J.C. Lee, Julius Onah","Naomi Watts, Octavia Spencer, Kelvin Harrison Jr.","A married couple is forced to reckon with their idealized image of their son, adopted from war-torn Eritrea, after an alarming discovery by a devoted high school teacher threatens his status as an all-star student.",English,United States,3 wins & 25 nominations,https://m.media-amazon.com/images/M/MV5BNjkwMDMwOTQtM2MwMS00NjVmLThlODgtZmYyZjBhMjgzYTM3XkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.6,"12,143",tt7616148,movie,27 Aug 2019,"$2,010,613",N/A,N/A,True,
248,Fast & Furious Presents: Hobbs & Shaw,2019,PG-13,02 Aug 2019,137 min,"Action, Adventure, Thriller",David Leitch,"Chris Morgan, Drew Pearce, Gary Scott Thompson","Dwayne Johnson, Jason Statham, Idris Elba","Lawman Luke Hobbs (Dwayne ""The Rock"" Johnson) and outcast Deckard Shaw (Jason Statham) form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.","English, Samoan, Russian","United States, Japan",1 win & 30 nominations,https://m.media-amazon.com/images/M/MV5BOTIzYmUyMmEtMWQzNC00YzExLTk3MzYtZTUzYjMyMmRiYzIwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.5,"196,849",tt6806448,movie,27 Aug 2019,"$173,956,935",N/A,N/A,True,
249,La Flor,2018,N/A,02 Aug 2019,808 min,"Drama, Fantasy, Musical",Mariano Llinás,Mariano Llinás,"Elisa Carricajo, Valeria Correa, Pilar Gamboa","Feature film broadcast in 4 parts. ""La Flor"" robs the cinema in six episodes. Each episode corresponds to a cinematographic genre. The first is a B-series, as the Americans used to do. The second is a musical melodrama with a hint of mystery. The third is a spy movie. The fourth is an abyss of cinema. The fifth revisits an old French film. The sixth speaks of captive women in the 19th century. My all forms ""La Flor"". These six episodes, these six genres have one thing in common: their four actresses. From one episode to another, ""La Flor"" changes radically universe, and each actress moves from one world to another, from one fiction to another, from one job to another, as in a masked ball. It is the actresses who advance the story, it is they too that as and when the film reveals. At the end of the story, at the end of the film, all these images will eventually draw up their four portraits.","Catalan, Spanish, French, English, Russian, German, Swedish, Arabic, Italian",Argentina,6 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BMmFiOTk0YmYtOGNhNy00NTlkLTlhMzgtZWI2N2I2YWIyZjVjXkEyXkFqcGdeQXVyMzI1NzU4NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.4,674,tt9047474,movie,N/A,"$4,032",N/A,N/A,True,
250,The Son,2019,N/A,30 May 2019,12 min,Short,Mariana Buryma,"Mariana Buryma, Vitaliy Gavura",N/A,"How to accept your daughter if she isn't like everyone else? Maybe I brought her up in a wrong way? But which way is the right one? Perhaps this questions Antonina, mother of a young transgender person, asked herself.",N/A,Ukraine,2 nominations,https://m.media-amazon.com/images/M/MV5BMTUzMDYwZDAtNmIzZS00ZDUwLThiMGUtMmRkMjhlNDlmZTQwXkEyXkFqcGdeQXVyMjk1NzAxNg@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt10321662,movie,N/A,N/A,N/A,N/A,True,
251,The Operative,2019,TV-MA,24 Jul 2019,116 min,"Action, Drama, Mystery",Yuval Adler,"Yiftach R. Atir, Yuval Adler","Diane Kruger, Martin Freeman, Cas Anvar","Based on Yiftach R. Atir's book, The English Teacher, Yuval Adler's ""THE OPERATIVE"" is a taut psychological thriller about a young Western woman ""Diane Kruger"" recruited by the Mossad to go undercover in Tehran where she becomes entangled in a complex triangle with her handler ""Martin Freeman"" and her subject ""Cas Anvar"".","English, German, Persian, Hebrew, Kurdish, French","France, Israel, Germany, United States, United Kingdom",1 win,https://m.media-amazon.com/images/M/MV5BYTgxOTc1ZjctZDE5Ny00OTJhLWE4NjAtYzU2NzE0MjAzNGFkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,5.7,"5,794",tt8000718,movie,02 Aug 2019,N/A,N/A,N/A,True,
252,Piranhas,2019,N/A,13 Feb 2019,111 min,"Crime, Drama",Claudio Giovannesi,"Roberto Saviano, Claudio Giovannesi, Maurizio Braucci","Francesco Di Napoli, Viviana Aprea, Mattia Piano Del Balzo",A gang of teenage boys stalks the streets of Naples armed with hand guns and AK-47s to do their mob bosses' bidding.,Neapolitan,Italy,8 wins & 22 nominations,https://m.media-amazon.com/images/M/MV5BMGYzMDY5MjAtZjM2ZS00ZmFlLTlhY2EtYzM4MDNiYTBlMDIzXkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.4,"4,291",tt8740778,movie,06 Dec 2019,"$23,494",N/A,N/A,True,
253,A Score to Settle,2019,Not Rated,02 Aug 2019,103 min,"Action, Thriller",Shawn Ku,"Shawn Ku, John Stuart Newman","Nicolas Cage, Noah Le Gros, Karolina Wydra","After serving 19 years in prison for a crime not committed, Frank is released. He will have to make a choice - to make up for lost years with his son or to take revenge on people whom he considered friends. Will Frank be able to start life again?","English, Spanish, Italian","Canada, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BMGVjYTZiNGMtMzYzZS00N2IzLTkyOTQtZWE4YWFkNGE2N2E1XkEyXkFqcGdeQXVyMTA1MDIxODk4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,4.7,"5,236",tt3758162,movie,02 Aug 2019,N/A,N/A,N/A,True,
254,Them That Follow,2019,R,02 Aug 2019,98 min,"Drama, Thriller","Britt Poulton, Dan Madison Savage","Britt Poulton, Dan Madison Savage","Olivia Colman, Kaitlyn Dever, Alice Englert","Deep in Appalachia, Pastor Lemuel Childs (Walton Goggins) presides over an isolated community of serpent handlers, an obscure sect of Pentecostals who willingly take up venomous snakes to prove themselves before God. As his devoted daughter, Mara (Alice Englert) prepares for her wedding day, under the watchful eye of Hope Slaughter (Olivia Colman), a dangerous secret is unearthed and she is forced to confront the deadly tradition of her father's church.",English,United States,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BNmJkYzIzNzQtMWY4My00ZDVhLTg2MjAtMDgyYjg3OGI1MDkzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,5.4,"3,188",tt7313348,movie,07 Sep 2019,"$159,218",N/A,N/A,True,
255,Jay Myself,2018,N/A,31 Jul 2019,79 min,"Documentary, Biography",Stephen Wilkes,Josh Alexander,Jay Maisel,"Photographer Stephen Wilkes creates an intimate portrait of his mentor, Jay Maisel, as he leaves the 30,000 square foot building in the Bowery that he's inhabited and filled with his eccentric collection of beautiful random objects for the last 40 years - known as 'The Bank.'",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BNjQ0YjA0MWUtYTJkYS00OGI3LTllMTItODdiYTczMjc3OWQ3XkEyXkFqcGdeQXVyMjQ0NzcxNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.0,95,tt8890074,movie,17 Sep 2019,"$151,331",N/A,N/A,True,
256,Honeyland,2019,Unrated,26 Jul 2019,89 min,"Documentary, Drama","Tamara Kotevska, Ljubomir Stefanov","Tamara Kotevska, Ljubomir Stefanov","Hatidze Muratova, Nazife Muratova, Hussein Sam","The last female beehunter in Europe must save the bees and return the natural balance in Honeyland, when a family of nomadic beekeepers invade her land and threaten her livelihood. This film which is filmed in Macedonia is an exploration of an observational Indigenous visual narrative that deeply impacts our behavior towards natural resources and the human condition.","Turkish, Macedonian, Serbo-Croatian, Bosnian",Republic of Macedonia,Nominated for 2 Oscars. 37 wins & 53 nominations total,https://m.media-amazon.com/images/M/MV5BNzYyNjFmOWEtMzQxMi00MmUwLWE4MmQtZWFhNTRkZTI0MmJmXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,8.0,"16,615",tt8991268,movie,22 Oct 2019,"$815,082",N/A,N/A,True,
