,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
431,The Conjuring: The Devil Made Me Do It,2021,R,04 Jun 2021,112 min,"Horror, Mystery, Thriller",Michael Chaves,"David Leslie Johnson-McGoldrick, James Wan, Chad Hayes","Patrick Wilson, Vera Farmiga, Ruairi O'Connor","A chilling story of terror, murder and unknown evil that shocked even experienced real-life paranormal investigators Ed and Lorraine Warren. One of the most sensational cases from their files, it starts with a fight for the soul of a young boy, then takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.","English, Latin","United States, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BOWRkOTYzZTQtMzQwNi00NDYwLTk4NjUtN2FjYTI4Y2UzM2RjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.3,"94,137",tt7069210,movie,04 Jun 2021,"$65,565,074",N/A,N/A,True,
432,Changing the Game,2012,R,11 May 2012,104 min,"Action, Crime, Drama",Rel Dowdell,"Aaron R. Astillero, Rel Dowdell","Jakobi Alvin, Suzzanne Douglas, Thomas Staten","An epic tale about a supremely intelligent young African-American male who rises from the ferocious and oppressive streets of North Philadelphia to being a shining star in the lucrative world of high finance at Wall Street's most prestigious firm. However, he soon finds that the white-collar world is filled with crime and death just like the drug-filled hood he left behind. His only chance of survival is to fully integrate a mysterious gift from a slain childhood friend fully into the fabric of his character.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODkwOTAxNzQyM15BMl5BanBnXkFtZTcwNzI4NTY2Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,4.3,519,tt1569931,movie,30 Nov 2016,N/A,N/A,N/A,True,
433,Port Authority,2019,R,28 May 2021,101 min,"Drama, Romance",Danielle Lessovitz,Danielle Lessovitz,"Fionn Whitehead, Leyna Bloom, McCaul Lombardi","Port Authority is a love story set in New York's kiki ballroom scene, and follows Paul, a 20 year old midwesterner, who arrives at the central bus station and quickly catches eyes with Wye, a 22 year old girl voguing on the sidewalk. After Paul seeks her out in secret, an intense love between them blossoms. But when Paul discovers Wye is trans, he is forced to confront his own identity and what it means to belong.",English,"United States, France",1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BYTY3ZDFmZjgtNTE1Mi00MGUyLTgyMDUtOTM3NjI2ZGE4ZTViXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.4,767,tt7587282,movie,01 Jun 2021,N/A,N/A,N/A,True,
434,Apocalypse '45,2020,N/A,14 Aug 2020,103 min,"Documentary, History",Erik Nelson,N/A,Ittsei Nakagawa,Documentary Presents Never-Before-Seen Footage of the Grisly End of World War II.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzA5ZjhjNzMtZGI0MS00YTFkLWFjN2UtYTA5NmJlMjEyYmU1XkEyXkFqcGdeQXVyMTA3MzQ4MTg0._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,6.9,133,tt12899382,movie,N/A,N/A,N/A,N/A,True,
435,Swimming Out Till the Sea Turns Blue,2020,N/A,28 May 2021,112 min,Documentary,Zhangke Jia,"Zhangke Jia, Jiahuan Wan","Huifang Duan, Liang Hong, Pingwa Jia","Prominent Chinese writers and scholars gather in a village in Shanxi, a province of China and the hometown of Jia Zhang-Ke. This starts an 18-chapter symphony about Chinese society since 1949. Narrated by three important novelists born in the 1950s, 1960s and 1970s respectively, telling their own stories with literature and reality, the film weaves a 70-year spiritual history of the Chinese people.",Mandarin,China,3 nominations,https://m.media-amazon.com/images/M/MV5BZTgxNjg0ZmUtODAzYi00NTFlLWE0OGEtZWI1MmIxZjFlMGJlXkEyXkFqcGdeQXVyMTg5MDEyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.4,257,tt10374360,movie,N/A,N/A,N/A,N/A,True,
436,Moby Doc,2021,N/A,28 May 2021,92 min,"Documentary, Biography, Music",Rob Gordon Bralver,"Rob Gordon Bralver, Moby","Moby, David Lynch, Julie Mintz","Moby Doc is a surrealist biographical documentary narrated by Moby as he reflects on his turbulent personal life and iconic music from underground punk bands to chart-topping solo artist, and from struggling addict to vegan activist. Featuring interviews with David Lynch and David Bowie, along with extraordinary concert footage, utilizing a unique blend of re-enactments, interviews, and archival footage, audiences will be treated to an insightful, unvarnished look at an artist who has sold more than 20 million albums, an activist who has long championed animal rights, and a man whose traumatic childhood shaped him in profound ways. This introspective journey sets out to answer existential questions of purpose and meaning by examining a life of extreme highs and lows, joy, tragedy, success and failure.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzViMmFlMjItODgxMy00NTg2LWIyZjAtODQwM2VjNmI5MmIxXkEyXkFqcGdeQXVyOTM5NzYzNTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,7.3,708,tt5452210,movie,N/A,N/A,N/A,N/A,True,
437,Blue Miracle,2021,TV-PG,27 May 2021,95 min,"Adventure, Biography, Drama",Julio Quintana,"Julio Quintana, Chris Dowling","Dennis Quaid, Jimmy Gonzales, Miguel Angel Garcia","To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMGRkNzNhZjktYzYwOS00YmEwLTg4OWMtNGI2MmFlOGMwOTIyXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.7,"5,754",tt7084386,movie,27 May 2021,N/A,N/A,N/A,True,
438,A Quiet Place Part II,2020,PG-13,28 May 2021,97 min,"Drama, Horror, Sci-Fi",John Krasinski,"John Krasinski, Bryan Woods, Scott Beck","Emily Blunt, Millicent Simmonds, Cillian Murphy","With the newly acquired knowledge of the seemingly invulnerable creatures' weakness, grief-stricken Evelyn Abbott finds herself on her own, with two young teens, a defenceless newborn son, and with no place to hide. Now, 474 days after the all-out alien attack in A Quiet Place (2018), the Abbotts summon up every last ounce of courage to leave their now-burned-to-the-ground farm and embark on a peril-laden quest to find civilization. With this in mind, determined to expand beyond the boundaries, the resilient survivors have no other choice but to venture into eerily quiet, uncharted hostile territory, hoping for a miracle. But, this time, the enemy is everywhere.","English, American Sign ",United States,8 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMTE2ODU4NDEtNmRjNS00OTk1LTg4NmMtNTAzYzVlNzJmYjgzXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,7.3,"178,710",tt8332922,movie,13 Jul 2021,"$160,072,261",N/A,N/A,True,
439,Five Years North,2020,N/A,30 May 2021,86 min,Documentary,"Zach Ingrasci, Chris Temple",N/A,N/A,"Five Years North is the coming-of-age story of Luis, an undocumented Guatemalan boy who just arrived alone in New York City. He struggles to work, study, and evade Judy - the Cuban-American ICE officer patrolling his neighborhood. (Full Frame Film Festival 2020)","English, Spanish",United States,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BYzgyZjBhYTgtMjE0ZC00MjRjLTgxNGQtYmFkNzFmOWQ2MTQ5XkEyXkFqcGdeQXVyMzYwNzg2NjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.3/10'}]",N/A,9.3,50,tt10843712,movie,N/A,N/A,N/A,N/A,True,
440,American Traitor: The Trial of Axis Sally,2021,R,28 May 2021,109 min,Drama,Michael Polish,"William E. Owen, Vance Owen, Darryl Hicks","Meadow Williams, Al Pacino, Carsten Norgaard","An American woman named Mildred Gillars broadcast Nazi propaganda during World War II. She was dubbed Axis Sally by the American GIs who simultaneously loved and hated her. The story plunges the viewer into the dark underbelly of the Third Reich's hate-filled propaganda machine, Sally's eventual capture, and subsequent trial for treason in Washington D.C. after the war.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZmU3YzVkNWMtZTg0Ni00Yjk3LWFhMjgtMDc3ODIxYTNlNGM2XkEyXkFqcGdeQXVyMTEyNDk3MjY3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,5.6,"1,802",tt7050946,movie,28 May 2021,"$14,000",N/A,N/A,True,
441,Plan B,2021,TV-MA,28 May 2021,107 min,Comedy,Natalie Morales,"Joshua Levy, Prathiksha Srinivasan","Kuhoo Verma, Victoria Moroles, Michael Provost","Follows a straight-laced high school student and her slacker best friend who, after a regrettable first sexual encounter, have 24 hours to hunt down a Plan B pill in America's heartland.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNWUyODFiNTQtZTIzNi00MTk4LThmOTQtMmMxYzM4ZTdkZmMyXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,6.7,"2,601",tt13172796,movie,28 May 2021,N/A,N/A,N/A,True,
442,Trouble,2021,N/A,30 Aug 2021,N/A,Short,Christopher Armienti,N/A,"LanaMaeWicks, Jasmine Man, Jasmine Mans",N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt15373556,movie,N/A,N/A,N/A,N/A,True,
443,The Mercy of the Jungle,2018,N/A,24 Apr 2019,91 min,"Drama, War",Joël Karekezi,"Casey Schroen, Joël Karekezi, Aurélien Bodinaux","Stéphane Bak, Marc Zinga, Ibrahim Ahmed","At the outbreak of the Second Congo War, Rwandan soldiers SERGEANT XAVIER and PRIVATE FAUSTIN are sent to hunt down Hutu rebels in the vast jungles of eastern Congo. Xavier is a stoic veteran of the ethnic wars that have plagued his country for years. Faustin is an eager young recruit who joined the army to avenge the death of his father and brothers. Under the relentless command of MAJOR KAYITARE, they march eighty kilometers a day in pursuit of the murderers of nearly one million Tutsis during the Rwandan genocide four years ago. One night, Xavier and Faustin are accidentally left behind when the battalion races out to chase fleeing rebels. They try to catch up, but must take refuge in the forest when local Congolese militiamen catch sight of them. Lost, with no hope of catching their men, they decide to press west through the jungle toward Kasai Province where Xavier believes the Major is headed next. It will not be easy. In the last war, Xavier saw hundreds die in the jungle without adequate supplies. Still, without their battalion they are as good as dead. After a few desperate weeks of hunger, Faustin finds a way to catch food with skills he learned back on his farm. Xavier keeps them out of trouble with local patrols and mercenary mining operations, saving Faustin's life on more than one occasion. Along the way, they grow close. Xavier learns that Faustin has a wife and vows to get him home to her. Xavier had a wife once, but she died while he was away fighting the last war. He believes it was God's punishment for the things he did then, when he and the Major chased rebel families into this forest and condemned them to die of hunger and sickness. When Xavier falls into the feverish grip of malaria, he's tortured by visions of the dead. Unable to walk, Faustin carries him on his back until they finally emerge from the forest, four months after plunging into its depths. A local village takes them in. Xavier recovers and learns that the Rwandan Army is camped on a mountain in the distance. He and Faustin set out to rejoin their troops, even though by now both question their place in the war. They reach the mountain, narrowly dodging the bullets of their own paranoid troops. Xavier and Faustin are separated and interrogated by a captain who believes them to be rebel spies. After several days, the Major hears of Xavier's return and comes to his aid. Faustin has been badly beaten and will die unless the Major sends him home to a hospital. Xavier begs him to help, but the Major refuses to waste fuel on one second-rate soldier. As Xavier grows insolent, the Major threatens to throw him back into the stockade to rot. Xavier insists the Major might as well shoot him if the private dies. Finally, the Major relents. As troops load Faustin into a supply truck bound for Rwanda, Xavier bids him a tearful goodbye and tells him to return home and raise his son in peace. That night, during a vicious rebel assault, Xavier refuses to shoot an enemy child soldier and is killed. Sometime later, Faustin raises crops with his wife and son back in Rwanda. He is forever grateful for Xavier's sacrifice, happy to be free of the jungle and done with war.","French, Swahili","Belgium, France, Rwanda",6 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BYzhiMDJkZjctNjM4ZC00Y2NjLWFjMjktZmQ0NmE2M2QzY2EwXkEyXkFqcGdeQXVyODQzNzMxOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,234,tt6396074,movie,N/A,N/A,N/A,N/A,True,
444,Ahead of the Curve,2020,N/A,28 May 2021,98 min,Documentary,"Jen Rainin, Rivkah Beth Medow",N/A,"Franco Stevens, Melissa Etheridge, Jewelle Gomez","With a fist full of credit cards, a lucky run at the horse track, and chutzpah for days, Franco Stevens launched Curve, the best-selling lesbian magazine ever published. AHEAD OF THE CURVE tracks the power of lesbian visibility and community from the early '90s to the present day through the story of Franco's founding of Curve magazine. Decades later, in the wake of a disabling injury, Franco learns that Curve will fold within the year and questions the relevance of the magazine in the face of accelerating threats to LGBTQ+ community. To forge a path forward, Franco reaches out to women working in today's queer spaces to understand what queer women need today and how Curve can continue to serve the community.",English,United States,6 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BZDYwZWFiZWUtNWM1MS00NDAyLTkyMzMtZTE5MGY0OGNkZGFjXkEyXkFqcGdeQXVyMjQ3MTMzNDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.9,87,tt8956926,movie,01 Jun 2021,N/A,N/A,N/A,True,
445,Cruella,2021,PG-13,28 May 2021,134 min,"Adventure, Comedy, Crime",Craig Gillespie,"Dana Fox, Tony McNamara, Aline Brosh McKenna","Emma Stone, Emma Thompson, Joel Fry","Before she becomes Cruella de Vil, teenage Estella has a dream. She wishes to become a fashion designer, having been gifted with talent, innovation, and ambition all in equal measures. But life seems intent on making sure her dreams never come true. Having wound up penniless and orphaned in London at 12, 10 years later Estella runs wild through the city streets with her best friends and partners-in-(petty)-crime, Horace and Jasper, two amateur thieves. When a chance encounter vaults Estella into the world of the young rich and famous, however, she begins to question the existence she's built for herself in London and wonders whether she might, indeed, be destined for more after all.","English, French","United States, United Kingdom",2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BOWI5YTUxOWEtZmRiZS00ZmQxLWE2NzctYTRiODA2NzE1ZjczXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,7.4,"195,739",tt3228774,movie,27 Aug 2021,"$86,103,234",N/A,N/A,True,
446,Seance,2021,R,21 May 2021,92 min,"Horror, Mystery",Simon Barrett,Simon Barrett,"Suki Waterhouse, Madisen Beaty, Inanna Sarkis","At the prestigious Fairfield Academy, an elite boarding school for girls, six friends jokingly engage in a late night ritual, calling forth the spirit of a dead former student who reportedly haunts their halls. Before morning, one of the girls is dead, leaving the others wondering what they may have awakened.","English, Latin",United States,N/A,https://m.media-amazon.com/images/M/MV5BOTI3Y2FkMzEtOWRjYi00YjA0LThiZTYtMWJlNDA3NGRiMmY4XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,5.3,"2,246",tt11188624,movie,29 Sep 2021,N/A,N/A,N/A,True,
447,Two Gods,2020,N/A,15 Oct 2021,N/A,Documentary,Zeshawn Ali,N/A,N/A,"The story of Hanif, a Muslim casket maker and ritual body washer in Newark who take two young men-Naz and Furquan-under his wing to teach them how to live better lives.",English,United States,2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BODc4ZTVkZWItYmY4OC00M2M4LTk1NWQtZmU3ZDJhMzllOGUzXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.1,65,tt12610936,movie,N/A,N/A,N/A,N/A,True,
448,Two Lottery Tickets,2016,N/A,07 Oct 2016,86 min,Comedy,Paul Negoescu,"Ion Luca Caragiale, Paul Negoescu","Dorian Boguta, Dragos Bucur, Alexandru Papadopol","Three men from a provincial town are in urgent need of money and decide to buy a lottery ticket. They win the lottery, but soon after their ticket gets stolen. The three desperate men go on a journey to find their lost lottery ticket and experience all kinds of adventures...",Romanian,Romania,4 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BYmMxZTQ5MzAtNTM4MS00NmI5LTkxOWEtOWM5YzdkZjg1MTg5XkEyXkFqcGdeQXVyNjUyNjYzNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.7,"11,089",tt5700224,movie,N/A,N/A,N/A,N/A,True,
449,This Town Ain't Big Enough for the Both of Us,2021,N/A,23 Jan 2021,7 min,"Short, Crime",D.C. Fairhurst,D.C. Fairhurst,"Lucy Green, D.C. Fairhurst, Jessica-Belle Keogh",Two rival pickpockets clash in an increasingly risky game of cat-&amp;-mouse.,English,Australia,N/A,N/A,[],N/A,N/A,N/A,tt13833904,movie,N/A,N/A,N/A,N/A,True,
450,When Hitler Stole Pink Rabbit,2019,N/A,21 May 2021,119 min,"Biography, Drama, Family",Caroline Link,"Anna Brüggemann, Judith Kerr, Caroline Link","Riva Krymalowski, Marinus Hohmann, Carla Juri","In 1933 in Berlin. Anna is only nine years old when her life changes from the ground up. To escape the Nazis, her father Arthur Kemper, a well-known Jewish journalist, has to flee to Zurich. His family, Anna, her twelve-year-old brother Max and her mother Dorothea, follow him shortly thereafter. Anna has to leave everything behind, including her beloved pink rabbit, and to face a new life full of challenges and privations abroad.","German, Swiss German, French, English","Germany, Switzerland, Italy",5 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMmNiOWM5NTItNTJiYi00MTAzLThjYzUtOGVmNGJhNjVlYTFjXkEyXkFqcGdeQXVyOTM5NzYzNTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,7.0,"2,043",tt9106672,movie,06 Jul 2021,N/A,N/A,N/A,True,
451,The Dry,2020,R,21 May 2021,117 min,"Crime, Drama, Mystery",Robert Connolly,"Harry Cripps, Robert Connolly, Jane Harper","Eric Bana, Genevieve O'Reilly, Keir O'Donnell","Federal Agent Aaron Falk returns to his home town after an absence of over twenty years to attend the funeral of his childhood friend, Luke, who allegedly killed his wife and child before taking his own life - a victim of the madness that has ravaged this community after more than a decade of drought. When Falk reluctantly agrees to stay and investigate the crime, he opens up an old wound - the death of 17- year-old Ellie Deacon. Falk begins to suspect these two crimes, separated by decades, are connected. As he struggles to prove not only Luke's innocence but also his own, Falk finds himself pitted against the prejudice towards him and and pent-up rage of a terrified community.",English,"Australia, United States",8 nominations,https://m.media-amazon.com/images/M/MV5BYzdlNzYzMjAtMGVjNi00Nzg4LTkzOTUtNTc0NmE2OTg0NDUwXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.9,"17,434",tt5144174,movie,N/A,"$364,237",N/A,N/A,True,
452,The New Order,2021,N/A,26 Sep 2021,10 min,"Short, Drama",Jesse Jaeger,Jesse Jaeger,N/A,A Revolution has Begun against a curfew put in place by a government seeking complete control. A group of radicalist seek revenge for the death of a friend.,English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BNGI5OTE4YTItYmM1MC00NDllLTliOTItZmFhZTZhNzUyMjBlXkEyXkFqcGdeQXVyNzA1NDM2MzU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt6361248,movie,N/A,N/A,N/A,N/A,True,
453,Dream Horse,2020,PG,21 May 2021,113 min,"Biography, Comedy, Drama",Euros Lyn,Neil McKay,"Toni Collette, Owen Teale, Alan David","The film tells the inspiring true story of Dream Alliance, an unlikely race horse bred by small town Welsh bartender Jan Vokes (Academy Award® nominee Toni Collette). With very little money and no experience, Jan convinces her neighbors to chip in their meager earnings to help raise Dream in the hopes he can compete with the racing elites. The group's investment pays off as Dream rises through the ranks with grit and determination and goes on to race in the Welsh Grand National, showing the heart of a true champion.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BOTQ5MmRlYWItZmNiYS00ZmE5LTg4NjAtZjZjZjNjYTRhMDY1XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.9,"2,878",tt9883996,movie,11 Jun 2021,"$2,913,328",N/A,N/A,True,
454,Spring Blossom,2020,N/A,21 May 2021,73 min,"Drama, Romance",Suzanne Lindon,Suzanne Lindon,"Suzanne Lindon, Arnaud Valois, Frédéric Pierrot","A 16 year old girl, bored with her own age group, becomes involved with an older man at a theater she passes.",French,France,1 win & 11 nominations,https://m.media-amazon.com/images/M/MV5BODhmNmU3YWMtMDc5Ni00NGQ5LTkzNDItNDUyNzcxN2QzMzliXkEyXkFqcGdeQXVyMTI0MjI0NTc0._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,5.6,605,tt12444426,movie,N/A,N/A,N/A,N/A,True,
455,Into the Darkness,2021,N/A,01 Jun 2021,N/A,"Short, Horror, Thriller",Susan Bohl,"Susan Bohl, Michael Prevette","Tracy Camp, Natalie Hinds, Blayne Childers",A group of close friends embark on a journey to find the explorer father of one of the group that has mysteriously disappeared.,English,United States,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BNWIyNDJhNzktZWJkNS00MmIzLWFjZjQtNjEyOWI2MmU3MjI4XkEyXkFqcGdeQXVyMTAxNTEzOTAw._V1_SX300.jpg,[],N/A,N/A,N/A,tt12991776,movie,N/A,N/A,N/A,N/A,True,
456,Army of the Dead,2021,R,21 May 2021,148 min,"Action, Crime, Horror",Zack Snyder,"Zack Snyder, Shay Hatten, Joby Harold","Dave Bautista, Ella Purnell, Ana de la Reguera","With the abandoned, walled city of Las Vegas overrun with zombies, after a disastrous government fault, the billionaire casino magnate, Bly Tanaka, realises that he has left something in Sin City: $200 million to be more precise. For the time being, his mountains of cash are safe behind his impenetrable casino vault; however, the US President plans to nuke the entire city in less than 96 hours. Now, Tanaka is willing to pay $50 million to the decorated former mercenary, Scott Ward, and his hand-picked team to retrieve the money before the bomb obliterates the city. Indeed, this is a life-changing offer Scott cannot refuse; nevertheless, the rules have changed, and the horde of the walking undead seems to be more organised than they might have expected. But, time is running out. Can they return from Vegas in one piece and rich?","English, Spanish, German, French",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BNGY0NzgzYzctYWQwMC00MzM2LThjNGMtZjFjMWUyNzg0ZmM0XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,5.8,"152,402",tt0993840,movie,21 May 2021,N/A,N/A,N/A,True,
457,Broken Harts,2021,N/A,18 May 2021,85 min,Documentary,Gregory Palmer,Gregory Palmer,"Zaron Burnett, Joni E. Johnston","This two-hour film will examine the tragic lives and deaths of the mysterious Hart family, exploring the void between their idyllic online persona and the heart breaking reality in which their children lived - calling into question a system that critically failed to protect six innocent children.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOWE0YWZiYjEtNjg5NS00YWQxLTlhOTgtMmM2MmRmNmY3ODM1XkEyXkFqcGdeQXVyMTg1MTEyMDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,147,tt14638362,movie,N/A,N/A,N/A,N/A,True,
458,Georgetown,2021,N/A,14 Apr 2021,N/A,"Short, Music",David Schuler,N/A,"Alexandra Fratella, Nick Thurston",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTYyMDNmOGYtMDVjMS00YmRmLWJmYTUtODY2YzBhZTQ1NDAyXkEyXkFqcGdeQXVyNzgzNDA2NTQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt14464162,movie,N/A,N/A,N/A,N/A,True,
459,There Is No Evil,2020,N/A,14 May 2021,151 min,Drama,Mohammad Rasoulof,Mohammad Rasoulof,"Baran Rasoulof, Mohammad Seddighimehr, Zhila Shahi",The four stories that are variations on the crucial themes of moral strength and the death penalty that ask to what extent individual freedom can be expressed under a despotic regime and its seemingly inescapable threats.,"Persian, German","Germany, Iran, Czech Republic",15 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMTQ0MjY5YjItZGZlYy00NDdlLTgzMjUtZTU0ZGY1ODFmZGFiXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.5,"3,143",tt11697844,movie,N/A,"$8,063",N/A,N/A,True,
460,The Killing of Two Lovers,2020,R,14 May 2021,85 min,Drama,Robert Machoian,Robert Machoian,"Clayne Crawford, Sepideh Moafi, Chris Coy",David desperately tries to keep his family of six together during a separation from his wife. They both agree to see other people but David struggles to grapple with his wife's new relationship.,English,United States,1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BZTliZWZiNTUtZjM5Yi00NTNiLTk0MzMtYjE1MTA2OTRmZDRmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,6.9,"2,830",tt10702148,movie,14 May 2021,"$71,162",N/A,N/A,True,
461,The Swimming Pool,2015,N/A,N/A,11 min,"Short, Drama","Rocío Llambí, Mariana Winarz",Rocío Llambí,N/A,N/A,Spanish,Uruguay,N/A,https://m.media-amazon.com/images/M/MV5BYWNiOGY3MjEtOThhOC00NTJjLTlkOTMtZjI5NjgxZDUxNWIyXkEyXkFqcGdeQXVyOTQ2MjI1Mjc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt6442484,movie,N/A,N/A,N/A,N/A,True,
